,asset_name,date,opening_value,closing_value,period_yield
5207,Fejlõdõ ázsiai részvény eszközalap,2026-03-18,2.8682,2.8718,0.0013
5208,Fenntartható növekedés részvény eszk.,2026-03-18,3.0192,2.9781,-0.0136
5209,Globális egészségügyi részvény eszk.,2026-03-18,3.4707,3.3981,-0.0209
5210,Globális növekedési részvény eszközalap,2026-03-18,2.0888,2.0672,-0.0103
5211,Kiegyensúlyozott vegyes eszközalap - D,2026-03-18,1.4314,1.4236,-0.0055
5212,Latin-amerikai részvény eszközalap,2026-03-18,1.3939,1.3901,-0.0027
5213,Magas kötvény arányú vegyes eszk. - D,2026-03-18,1.1098,1.1054,-0.004
5214,Magas védelmû vegyes eszközalap,2026-03-18,1.1101,1.1094,-0.0006
5215,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-18,3.4366,3.3548,-0.0238
5216,Nyersanyagpiaci részvény eszközalap,2026-03-18,1.6135,1.5903,-0.0143
5217,Presztízs- és luxusmárkák rv. ea.,2026-03-18,3.3611,3.3364,-0.0073
5218,USA részvény eszközalap,2026-03-18,4.5219,4.4641,-0.0128
5219,Ázsia kötvény eszközalap,2026-03-18,2.2852,2.2824,-0.0012
5220,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-19,0.9325,0.9287,-0.0041
5221,Euró likviditás eszközalap - D,2026-03-19,0.923,0.9211,-0.002
5222,Európai ingatlancégek részv. eszközalap,2026-03-19,1.8786,1.8086,-0.0372
5223,Európai kötvény eszközalap - D,2026-03-19,1.2232,1.2202,-0.0025
5224,Európai részvény eszközalap,2026-03-19,2.7516,2.69,-0.0224
5225,Európai vállalati kötvény eszközalap,2026-03-19,1.3175,1.3146,-0.0022
5226,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-19,1.212,1.1822,-0.0246
5227,Fejlõdõ ázsiai részvény eszközalap,2026-03-19,2.8718,2.8261,-0.0159
5228,Fenntartható növekedés részvény eszk.,2026-03-19,2.9781,2.9491,-0.0097
5229,Globális egészségügyi részvény eszk.,2026-03-19,3.3981,3.3748,-0.0069
5230,Globális növekedési részvény eszközalap,2026-03-19,2.0672,2.0501,-0.0083
5231,Kiegyensúlyozott vegyes eszközalap - D,2026-03-19,1.4236,1.4136,-0.007
5232,Latin-amerikai részvény eszközalap,2026-03-19,1.3901,1.3576,-0.0234
5233,Magas kötvény arányú vegyes eszk. - D,2026-03-19,1.1054,1.1002,-0.0047
5234,Magas védelmû vegyes eszközalap,2026-03-19,1.1094,1.1068,-0.0023
5235,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-19,3.3548,3.2969,-0.0173
5236,Nyersanyagpiaci részvény eszközalap,2026-03-19,1.5903,1.5256,-0.0407
5237,Presztízs- és luxusmárkák rv. ea.,2026-03-19,3.3364,3.2336,-0.0308
5238,USA részvény eszközalap,2026-03-19,4.4641,4.4511,-0.0029
5239,Ázsia kötvény eszközalap,2026-03-19,2.2824,2.2837,0.0005
5240,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-20,0.9287,0.9191,-0.0104
5241,Euró likviditás eszközalap - D,2026-03-20,0.9211,0.9195,-0.0017
5242,Európai ingatlancégek részv. eszközalap,2026-03-20,1.8086,1.7694,-0.0217
5243,Európai kötvény eszközalap - D,2026-03-20,1.2202,1.2142,-0.0049
5244,Európai részvény eszközalap,2026-03-20,2.69,2.6393,-0.0188
5245,Európai vállalati kötvény eszközalap,2026-03-20,1.3146,1.3089,-0.0043
5246,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-20,1.1822,1.1679,-0.0121
5247,Fejlõdõ ázsiai részvény eszközalap,2026-03-20,2.8261,2.7926,-0.0119
5248,Fenntartható növekedés részvény eszk.,2026-03-20,2.9491,2.9,-0.0166
5249,Globális egészségügyi részvény eszk.,2026-03-20,3.3748,3.3539,-0.0062
5250,Globális növekedési részvény eszközalap,2026-03-20,2.0501,2.0197,-0.0148
5251,Kiegyensúlyozott vegyes eszközalap - D,2026-03-20,1.4136,1.3992,-0.0102
5252,Latin-amerikai részvény eszközalap,2026-03-20,1.3576,1.347,-0.0078
5253,Magas kötvény arányú vegyes eszk. - D,2026-03-20,1.1002,1.0914,-0.008
5254,Magas védelmû vegyes eszközalap,2026-03-20,1.1068,1.1047,-0.0019
5255,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-20,3.2969,3.2715,-0.0077
5256,Nyersanyagpiaci részvény eszközalap,2026-03-20,1.5256,1.5053,-0.0133
5257,Presztízs- és luxusmárkák rv. ea.,2026-03-20,3.2336,3.2082,-0.0078
5258,USA részvény eszközalap,2026-03-20,4.4511,4.3733,-0.0175
5259,Ázsia kötvény eszközalap,2026-03-20,2.2837,2.2664,-0.0076
5260,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-23,0.9191,0.9191,0.0
5261,Euró likviditás eszközalap - D,2026-03-23,0.9195,0.9195,0.0
5262,Európai ingatlancégek részv. eszközalap,2026-03-23,1.7694,1.7694,0.0
5263,Európai kötvény eszközalap - D,2026-03-23,1.2142,1.2142,0.0
5264,Európai részvény eszközalap,2026-03-23,2.6393,2.6393,0.0
5265,Európai vállalati kötvény eszközalap,2026-03-23,1.3089,1.3089,0.0
5266,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-23,1.1679,1.1679,0.0
5267,Fejlõdõ ázsiai részvény eszközalap,2026-03-23,2.7926,2.7926,0.0
5268,Fenntartható növekedés részvény eszk.,2026-03-23,2.9,2.9,0.0
5269,Globális egészségügyi részvény eszk.,2026-03-23,3.3539,3.3539,0.0
5270,Globális növekedési részvény eszközalap,2026-03-23,2.0197,2.0197,0.0
5271,Kiegyensúlyozott vegyes eszközalap - D,2026-03-23,1.3992,1.3992,0.0
5272,Latin-amerikai részvény eszközalap,2026-03-23,1.347,1.347,0.0
5273,Magas kötvény arányú vegyes eszk. - D,2026-03-23,1.0914,1.0914,0.0
5274,Magas védelmû vegyes eszközalap,2026-03-23,1.1047,1.1047,0.0
5275,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-23,3.2715,3.2715,0.0
5276,Nyersanyagpiaci részvény eszközalap,2026-03-23,1.5053,1.5053,0.0
5277,Presztízs- és luxusmárkák rv. ea.,2026-03-23,3.2082,3.2082,0.0
5278,USA részvény eszközalap,2026-03-23,4.3733,4.3733,0.0
5279,Ázsia kötvény eszközalap,2026-03-23,2.2664,2.2664,0.0
5280,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-23,0.9191,0.9191,0.0
5281,Euró likviditás eszközalap - D,2026-03-23,0.9195,0.9195,0.0
5282,Európai ingatlancégek részv. eszközalap,2026-03-23,1.7694,1.7694,0.0
5283,Európai kötvény eszközalap - D,2026-03-23,1.2142,1.2142,0.0
5284,Európai részvény eszközalap,2026-03-23,2.6393,2.6393,0.0
5285,Európai vállalati kötvény eszközalap,2026-03-23,1.3089,1.3089,0.0
5286,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-23,1.1679,1.1679,0.0
5287,Fejlõdõ ázsiai részvény eszközalap,2026-03-23,2.7926,2.7926,0.0
5288,Fenntartható növekedés részvény eszk.,2026-03-23,2.9,2.9,0.0
5289,Globális egészségügyi részvény eszk.,2026-03-23,3.3539,3.3539,0.0
5290,Globális növekedési részvény eszközalap,2026-03-23,2.0197,2.0197,0.0
5291,Kiegyensúlyozott vegyes eszközalap - D,2026-03-23,1.3992,1.3992,0.0
5292,Latin-amerikai részvény eszközalap,2026-03-23,1.347,1.347,0.0
5293,Magas kötvény arányú vegyes eszk. - D,2026-03-23,1.0914,1.0914,0.0
5294,Magas védelmû vegyes eszközalap,2026-03-23,1.1047,1.1047,0.0
5295,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-23,3.2715,3.2715,0.0
5296,Nyersanyagpiaci részvény eszközalap,2026-03-23,1.5053,1.5053,0.0
5297,Presztízs- és luxusmárkák rv. ea.,2026-03-23,3.2082,3.2082,0.0
5298,USA részvény eszközalap,2026-03-23,4.3733,4.3733,0.0
5299,Ázsia kötvény eszközalap,2026-03-23,2.2664,2.2664,0.0
5300,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-23,0.9191,0.9191,0.0
5301,Euró likviditás eszközalap - D,2026-03-23,0.9195,0.9195,0.0
5302,Európai ingatlancégek részv. eszközalap,2026-03-23,1.7694,1.7694,0.0
5303,Európai kötvény eszközalap - D,2026-03-23,1.2142,1.2142,0.0
5304,Európai részvény eszközalap,2026-03-23,2.6393,2.6393,0.0
5305,Európai vállalati kötvény eszközalap,2026-03-23,1.3089,1.3089,0.0
5306,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-23,1.1679,1.1679,0.0
5307,Fejlõdõ ázsiai részvény eszközalap,2026-03-23,2.7926,2.7926,0.0
5308,Fenntartható növekedés részvény eszk.,2026-03-23,2.9,2.9,0.0
5309,Globális egészségügyi részvény eszk.,2026-03-23,3.3539,3.3539,0.0
5310,Globális növekedési részvény eszközalap,2026-03-23,2.0197,2.0197,0.0
5311,Kiegyensúlyozott vegyes eszközalap - D,2026-03-23,1.3992,1.3992,0.0
5312,Latin-amerikai részvény eszközalap,2026-03-23,1.347,1.347,0.0
5313,Magas kötvény arányú vegyes eszk. - D,2026-03-23,1.0914,1.0914,0.0
5314,Magas védelmû vegyes eszközalap,2026-03-23,1.1047,1.1047,0.0
5315,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-23,3.2715,3.2715,0.0
5316,Nyersanyagpiaci részvény eszközalap,2026-03-23,1.5053,1.5053,0.0
5317,Presztízs- és luxusmárkák rv. ea.,2026-03-23,3.2082,3.2082,0.0
5318,USA részvény eszközalap,2026-03-23,4.3733,4.3733,0.0
5319,Ázsia kötvény eszközalap,2026-03-23,2.2664,2.2664,0.0
5320,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-24,0.9237,0.9218,-0.002
5321,Euró likviditás eszközalap - D,2026-03-24,0.9204,0.9194,-0.0011
5322,Európai ingatlancégek részv. eszközalap,2026-03-24,1.7506,1.746,-0.0026
5323,Európai kötvény eszközalap - D,2026-03-24,1.2165,1.215,-0.0012
5324,Európai részvény eszközalap,2026-03-24,2.6694,2.673,0.0014
5325,Európai vállalati kötvény eszközalap,2026-03-24,1.3096,1.3091,-0.0004
5326,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-24,1.1667,1.1729,0.0053
5327,Fejlõdõ ázsiai részvény eszközalap,2026-03-24,2.8236,2.7984,-0.0089
5328,Fenntartható növekedés részvény eszk.,2026-03-24,2.9231,2.9144,-0.003
5329,Globális egészségügyi részvény eszk.,2026-03-24,3.3614,3.3279,-0.01
5330,Globális növekedési részvény eszközalap,2026-03-24,2.04,2.0351,-0.0024
5331,Kiegyensúlyozott vegyes eszközalap - D,2026-03-24,1.4028,1.4008,-0.0014
5332,Latin-amerikai részvény eszközalap,2026-03-24,1.3681,1.3751,0.0051
5333,Magas kötvény arányú vegyes eszk. - D,2026-03-24,1.0936,1.0923,-0.0012
5334,Magas védelmû vegyes eszközalap,2026-03-24,1.1059,1.1061,0.0002
5335,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-24,3.255,3.2813,0.0081
5336,Nyersanyagpiaci részvény eszközalap,2026-03-24,1.5206,1.5484,0.0183
5337,Presztízs- és luxusmárkák rv. ea.,2026-03-24,3.2694,3.2518,-0.0054
5338,USA részvény eszközalap,2026-03-24,4.4173,4.4025,-0.0033
5339,Ázsia kötvény eszközalap,2026-03-24,2.2643,2.2499,-0.0064
5340,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-25,0.9218,0.9272,0.0058
5341,Euró likviditás eszközalap - D,2026-03-25,0.9194,0.9204,0.0011
5342,Európai ingatlancégek részv. eszközalap,2026-03-25,1.746,1.7612,0.0087
5343,Európai kötvény eszközalap - D,2026-03-25,1.215,1.2207,0.0047
5344,Európai részvény eszközalap,2026-03-25,2.673,2.7086,0.0133
5345,Európai vállalati kötvény eszközalap,2026-03-25,1.3091,1.3138,0.0036
5346,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-25,1.1729,1.1915,0.0158
5347,Fejlõdõ ázsiai részvény eszközalap,2026-03-25,2.7984,2.8561,0.0206
5348,Fenntartható növekedés részvény eszk.,2026-03-25,2.9144,2.9394,0.0086
5349,Globális egészségügyi részvény eszk.,2026-03-25,3.3279,3.3819,0.0162
5350,Globális növekedési részvény eszközalap,2026-03-25,2.0351,2.0546,0.0096
5351,Kiegyensúlyozott vegyes eszközalap - D,2026-03-25,1.4008,1.4094,0.0061
5352,Latin-amerikai részvény eszközalap,2026-03-25,1.3751,1.4146,0.0288
5353,Magas kötvény arányú vegyes eszk. - D,2026-03-25,1.0923,1.0983,0.0054
5354,Magas védelmû vegyes eszközalap,2026-03-25,1.1061,1.1072,0.001
5355,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-25,3.2813,3.2883,0.0021
5356,Nyersanyagpiaci részvény eszközalap,2026-03-25,1.5484,1.5819,0.0216
5357,Presztízs- és luxusmárkák rv. ea.,2026-03-25,3.2518,3.2823,0.0094
5358,USA részvény eszközalap,2026-03-25,4.4025,4.4339,0.0071
5359,Ázsia kötvény eszközalap,2026-03-25,2.2499,2.2553,0.0024
5360,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-26,0.9272,0.9189,-0.0089
5361,Euró likviditás eszközalap - D,2026-03-26,0.9204,0.9189,-0.0016
5362,Európai ingatlancégek részv. eszközalap,2026-03-26,1.7612,1.7413,-0.0113
5363,Európai kötvény eszközalap - D,2026-03-26,1.2207,1.2122,-0.007
5364,Európai részvény eszközalap,2026-03-26,2.7086,2.6724,-0.0134
5365,Európai vállalati kötvény eszközalap,2026-03-26,1.3138,1.3074,-0.0049
5366,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-26,1.1915,1.1614,-0.0252
5367,Fejlõdõ ázsiai részvény eszközalap,2026-03-26,2.8561,2.7931,-0.0221
5368,Fenntartható növekedés részvény eszk.,2026-03-26,2.9394,2.8972,-0.0144
5369,Globális egészségügyi részvény eszk.,2026-03-26,3.3819,3.3869,0.0015
5370,Globális növekedési részvény eszközalap,2026-03-26,2.0546,2.023,-0.0154
5371,Kiegyensúlyozott vegyes eszközalap - D,2026-03-26,1.4094,1.3974,-0.0085
5372,Latin-amerikai részvény eszközalap,2026-03-26,1.4146,1.4002,-0.0102
5373,Magas kötvény arányú vegyes eszk. - D,2026-03-26,1.0983,1.0897,-0.0078
5374,Magas védelmû vegyes eszközalap,2026-03-26,1.1072,1.1057,-0.0013
5375,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-26,3.2883,3.2961,0.0024
5376,Nyersanyagpiaci részvény eszközalap,2026-03-26,1.5819,1.5612,-0.0131
5377,Presztízs- és luxusmárkák rv. ea.,2026-03-26,3.2823,3.2468,-0.0108
5378,USA részvény eszközalap,2026-03-26,4.4339,4.3703,-0.0143
5379,Ázsia kötvény eszközalap,2026-03-26,2.2553,2.2593,0.0018
5380,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-27,0.9189,0.9135,-0.0059
5381,Euró likviditás eszközalap - D,2026-03-27,0.9189,0.9187,-0.0002
5382,Európai ingatlancégek részv. eszközalap,2026-03-27,1.7413,1.7211,-0.0116
5383,Európai kötvény eszközalap - D,2026-03-27,1.2122,1.2072,-0.0041
5384,Európai részvény eszközalap,2026-03-27,2.6724,2.6439,-0.0106
5385,Európai vállalati kötvény eszközalap,2026-03-27,1.3074,1.3031,-0.0033
5386,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-27,1.1614,1.1532,-0.0071
5387,Fejlõdõ ázsiai részvény eszközalap,2026-03-27,2.7931,2.7577,-0.0127
5388,Fenntartható növekedés részvény eszk.,2026-03-27,2.8972,2.8498,-0.0164
5389,Globális egészségügyi részvény eszk.,2026-03-27,3.3869,3.3533,-0.0099
5390,Globális növekedési részvény eszközalap,2026-03-27,2.023,1.9889,-0.0169
5391,Kiegyensúlyozott vegyes eszközalap - D,2026-03-27,1.3974,1.3847,-0.009
5392,Latin-amerikai részvény eszközalap,2026-03-27,1.4002,1.3852,-0.0107
5393,Magas kötvény arányú vegyes eszk. - D,2026-03-27,1.0897,1.0823,-0.0067
5394,Magas védelmû vegyes eszközalap,2026-03-27,1.1057,1.1048,-0.0009
5395,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-27,3.2961,3.3059,0.003
5396,Nyersanyagpiaci részvény eszközalap,2026-03-27,1.5612,1.5685,0.0047
5397,Presztízs- és luxusmárkák rv. ea.,2026-03-27,3.2468,3.2098,-0.0114
5398,USA részvény eszközalap,2026-03-27,4.3703,4.2932,-0.0176
5399,Ázsia kötvény eszközalap,2026-03-27,2.2593,2.2611,0.0008
5400,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-30,0.9135,0.9135,0.0
5401,Euró likviditás eszközalap - D,2026-03-30,0.9187,0.9187,0.0
5402,Európai ingatlancégek részv. eszközalap,2026-03-30,1.7211,1.7211,0.0
5403,Európai kötvény eszközalap - D,2026-03-30,1.2072,1.2072,0.0
5404,Európai részvény eszközalap,2026-03-30,2.6439,2.6439,0.0
5405,Európai vállalati kötvény eszközalap,2026-03-30,1.3031,1.3031,0.0
5406,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-30,1.1532,1.1532,0.0
5407,Fejlõdõ ázsiai részvény eszközalap,2026-03-30,2.7577,2.7577,0.0
5408,Fenntartható növekedés részvény eszk.,2026-03-30,2.8498,2.8498,0.0
5409,Globális egészségügyi részvény eszk.,2026-03-30,3.3533,3.3533,0.0
5410,Globális növekedési részvény eszközalap,2026-03-30,1.9889,1.9889,0.0
5411,Kiegyensúlyozott vegyes eszközalap - D,2026-03-30,1.3847,1.3847,0.0
5412,Latin-amerikai részvény eszközalap,2026-03-30,1.3852,1.3852,0.0
5413,Magas kötvény arányú vegyes eszk. - D,2026-03-30,1.0823,1.0823,0.0
5414,Magas védelmû vegyes eszközalap,2026-03-30,1.1048,1.1048,0.0
5415,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-30,3.3059,3.3059,0.0
5416,Nyersanyagpiaci részvény eszközalap,2026-03-30,1.5685,1.5685,0.0
5417,Presztízs- és luxusmárkák rv. ea.,2026-03-30,3.2098,3.2098,0.0
5418,USA részvény eszközalap,2026-03-30,4.2932,4.2932,0.0
5419,Ázsia kötvény eszközalap,2026-03-30,2.2611,2.2611,0.0
5420,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-30,0.9135,0.9135,0.0
5421,Euró likviditás eszközalap - D,2026-03-30,0.9187,0.9187,0.0
5422,Európai ingatlancégek részv. eszközalap,2026-03-30,1.7211,1.7211,0.0
5423,Európai kötvény eszközalap - D,2026-03-30,1.2072,1.2072,0.0
5424,Európai részvény eszközalap,2026-03-30,2.6439,2.6439,0.0
5425,Európai vállalati kötvény eszközalap,2026-03-30,1.3031,1.3031,0.0
5426,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-30,1.1532,1.1532,0.0
5427,Fejlõdõ ázsiai részvény eszközalap,2026-03-30,2.7577,2.7577,0.0
5428,Fenntartható növekedés részvény eszk.,2026-03-30,2.8498,2.8498,0.0
5429,Globális egészségügyi részvény eszk.,2026-03-30,3.3533,3.3533,0.0
5430,Globális növekedési részvény eszközalap,2026-03-30,1.9889,1.9889,0.0
5431,Kiegyensúlyozott vegyes eszközalap - D,2026-03-30,1.3847,1.3847,0.0
5432,Latin-amerikai részvény eszközalap,2026-03-30,1.3852,1.3852,0.0
5433,Magas kötvény arányú vegyes eszk. - D,2026-03-30,1.0823,1.0823,0.0
5434,Magas védelmû vegyes eszközalap,2026-03-30,1.1048,1.1048,0.0
5435,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-30,3.3059,3.3059,0.0
5436,Nyersanyagpiaci részvény eszközalap,2026-03-30,1.5685,1.5685,0.0
5437,Presztízs- és luxusmárkák rv. ea.,2026-03-30,3.2098,3.2098,0.0
5438,USA részvény eszközalap,2026-03-30,4.2932,4.2932,0.0
5439,Ázsia kötvény eszközalap,2026-03-30,2.2611,2.2611,0.0
5440,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-30,0.9135,0.9135,0.0
5441,Euró likviditás eszközalap - D,2026-03-30,0.9187,0.9187,0.0
5442,Európai ingatlancégek részv. eszközalap,2026-03-30,1.7211,1.7211,0.0
5443,Európai kötvény eszközalap - D,2026-03-30,1.2072,1.2072,0.0
5444,Európai részvény eszközalap,2026-03-30,2.6439,2.6439,0.0
5445,Európai vállalati kötvény eszközalap,2026-03-30,1.3031,1.3031,0.0
5446,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-30,1.1532,1.1532,0.0
5447,Fejlõdõ ázsiai részvény eszközalap,2026-03-30,2.7577,2.7577,0.0
5448,Fenntartható növekedés részvény eszk.,2026-03-30,2.8498,2.8498,0.0
5449,Globális egészségügyi részvény eszk.,2026-03-30,3.3533,3.3533,0.0
5450,Globális növekedési részvény eszközalap,2026-03-30,1.9889,1.9889,0.0
5451,Kiegyensúlyozott vegyes eszközalap - D,2026-03-30,1.3847,1.3847,0.0
5452,Latin-amerikai részvény eszközalap,2026-03-30,1.3852,1.3852,0.0
5453,Magas kötvény arányú vegyes eszk. - D,2026-03-30,1.0823,1.0823,0.0
5454,Magas védelmû vegyes eszközalap,2026-03-30,1.1048,1.1048,0.0
5455,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-30,3.3059,3.3059,0.0
5456,Nyersanyagpiaci részvény eszközalap,2026-03-30,1.5685,1.5685,0.0
5457,Presztízs- és luxusmárkák rv. ea.,2026-03-30,3.2098,3.2098,0.0
5458,USA részvény eszközalap,2026-03-30,4.2932,4.2932,0.0
5459,Ázsia kötvény eszközalap,2026-03-30,2.2611,2.2611,0.0
5460,Aktív hozamfigyelõ vegyes eszközalap - D,2026-03-31,0.9165,0.9231,0.0072
5461,Euró likviditás eszközalap - D,2026-03-31,0.9198,0.9202,0.0004
5462,Európai ingatlancégek részv. eszközalap,2026-03-31,1.7549,1.7587,0.0021
5463,Európai kötvény eszközalap - D,2026-03-31,1.2139,1.2153,0.0012
5464,Európai részvény eszközalap,2026-03-31,2.6582,2.6763,0.0068
5465,Európai vállalati kötvény eszközalap,2026-03-31,1.3058,1.3078,0.0015
5466,Fejlõdõ piaci részvény ESG eszközalap-D,2026-03-31,1.15,1.1427,-0.0063
5467,Fejlõdõ ázsiai részvény eszközalap,2026-03-31,2.7549,2.737,-0.0065
5468,Fenntartható növekedés részvény eszk.,2026-03-31,2.8599,2.9113,0.018
5469,Globális egészségügyi részvény eszk.,2026-03-31,3.3453,3.3945,0.0147
5470,Globális növekedési részvény eszközalap,2026-03-31,1.9974,2.0241,0.0134
5471,Kiegyensúlyozott vegyes eszközalap - D,2026-03-31,1.387,1.3961,0.0066
5472,Latin-amerikai részvény eszközalap,2026-03-31,1.3946,1.4033,0.0062
5473,Magas kötvény arányú vegyes eszk. - D,2026-03-31,1.0858,1.0905,0.0043
5474,Magas védelmû vegyes eszközalap,2026-03-31,1.1052,1.1059,0.0006
5475,Nemz. élelmiszeripari cégek rv. ea - D,2026-03-31,3.3494,3.3046,-0.0134
5476,Nyersanyagpiaci részvény eszközalap,2026-03-31,1.5998,1.6019,0.0013
5477,Presztízs- és luxusmárkák rv. ea.,2026-03-31,3.2346,3.2323,-0.0007
5478,USA részvény eszközalap,2026-03-31,4.2928,4.4015,0.0253
5479,Ázsia kötvény eszközalap,2026-03-31,2.2674,2.2761,0.0038
5480,Aktív hozamfigyelõ vegyes eszközalap - D,2026-04-01,0.9231,0.9268,0.004
5481,Euró likviditás eszközalap - D,2026-04-01,0.9202,0.9209,0.0008
5482,Európai ingatlancégek részv. eszközalap,2026-04-01,1.7587,1.8064,0.0272
5483,Európai kötvény eszközalap - D,2026-04-01,1.2153,1.219,0.003
5484,Európai részvény eszközalap,2026-04-01,2.6763,2.7477,0.0267
5485,Európai vállalati kötvény eszközalap,2026-04-01,1.3078,1.3139,0.0047
