asset_name,date,opening_value
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-02,0.9357
Euró likviditás eszközalap - D,2025-09-02,0.9246
Európai ingatlancégek részv. eszközalap,2025-09-02,1.8221
Európai kötvény eszközalap - D,2025-09-02,1.2248
Európai részvény eszközalap,2025-09-02,2.5329
Európai vállalati kötvény eszközalap,2025-09-02,1.3186
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-02,1.0586
Fejlõdõ ázsiai részvény eszközalap,2025-09-02,2.1516
Fenntartható növekedés részvény eszk.,2025-09-02,3.0657
Globális egészségügyi részvény eszk.,2025-09-02,3.26
Globális növekedési részvény eszközalap,2025-09-02,2.2025
Kiegyensúlyozott vegyes eszközalap - D,2025-09-02,1.3927
Latin-amerikai részvény eszközalap,2025-09-02,1.1141
Magas kötvény arányú vegyes eszk. - D,2025-09-02,1.0966
Magas védelmû vegyes eszközalap,2025-09-02,1.09
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-02,3.1776
Nyersanyagpiaci részvény eszközalap,2025-09-02,1.3712
Presztízs- és luxusmárkák rv. ea.,2025-09-02,3.5605
USA részvény eszközalap,2025-09-02,4.3734
Ázsia kötvény eszközalap,2025-09-02,2.2145
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-02,0.9357
Euró likviditás eszközalap - D,2025-09-02,0.9246
Európai ingatlancégek részv. eszközalap,2025-09-02,1.8221
Európai kötvény eszközalap - D,2025-09-02,1.2248
Európai részvény eszközalap,2025-09-02,2.5329
Európai vállalati kötvény eszközalap,2025-09-02,1.3186
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-02,1.0586
Fejlõdõ ázsiai részvény eszközalap,2025-09-02,2.1516
Fenntartható növekedés részvény eszk.,2025-09-02,3.0657
Globális egészségügyi részvény eszk.,2025-09-02,3.26
Globális növekedési részvény eszközalap,2025-09-02,2.2025
Kiegyensúlyozott vegyes eszközalap - D,2025-09-02,1.3927
Latin-amerikai részvény eszközalap,2025-09-02,1.1141
Magas kötvény arányú vegyes eszk. - D,2025-09-02,1.0966
Magas védelmû vegyes eszközalap,2025-09-02,1.09
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-02,3.1776
Nyersanyagpiaci részvény eszközalap,2025-09-02,1.3712
Presztízs- és luxusmárkák rv. ea.,2025-09-02,3.5605
USA részvény eszközalap,2025-09-02,4.3734
Ázsia kötvény eszközalap,2025-09-02,2.2145
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-03,0.9309
Euró likviditás eszközalap - D,2025-09-03,0.9241
Európai ingatlancégek részv. eszközalap,2025-09-03,1.7595
Európai kötvény eszközalap - D,2025-09-03,1.2217
Európai részvény eszközalap,2025-09-03,2.4953
Európai vállalati kötvény eszközalap,2025-09-03,1.3158
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-03,1.0566
Fejlõdõ ázsiai részvény eszközalap,2025-09-03,2.1419
Fenntartható növekedés részvény eszk.,2025-09-03,3.0476
Globális egészségügyi részvény eszk.,2025-09-03,3.2599
Globális növekedési részvény eszközalap,2025-09-03,2.1787
Kiegyensúlyozott vegyes eszközalap - D,2025-09-03,1.3879
Latin-amerikai részvény eszközalap,2025-09-03,1.109
Magas kötvény arányú vegyes eszk. - D,2025-09-03,1.0931
Magas védelmû vegyes eszközalap,2025-09-03,1.0869
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-03,3.1772
Nyersanyagpiaci részvény eszközalap,2025-09-03,1.3603
Presztízs- és luxusmárkák rv. ea.,2025-09-03,3.546
USA részvény eszközalap,2025-09-03,4.3595
Ázsia kötvény eszközalap,2025-09-03,2.2289
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-04,0.9344
Euró likviditás eszközalap - D,2025-09-04,0.9246
Európai ingatlancégek részv. eszközalap,2025-09-04,1.7746
Európai kötvény eszközalap - D,2025-09-04,1.2246
Európai részvény eszközalap,2025-09-04,2.5118
Európai vállalati kötvény eszközalap,2025-09-04,1.3179
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-04,1.0619
Fejlõdõ ázsiai részvény eszközalap,2025-09-04,2.1459
Fenntartható növekedés részvény eszk.,2025-09-04,3.0715
Globális egészségügyi részvény eszk.,2025-09-04,3.2598
Globális növekedési részvény eszközalap,2025-09-04,2.1829
Kiegyensúlyozott vegyes eszközalap - D,2025-09-04,1.3922
Latin-amerikai részvény eszközalap,2025-09-04,1.1149
Magas kötvény arányú vegyes eszk. - D,2025-09-04,1.0962
Magas védelmû vegyes eszközalap,2025-09-04,1.0884
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-04,3.1707
Nyersanyagpiaci részvény eszközalap,2025-09-04,1.3654
Presztízs- és luxusmárkák rv. ea.,2025-09-04,3.5796
USA részvény eszközalap,2025-09-04,4.389
Ázsia kötvény eszközalap,2025-09-04,2.2267
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-05,0.9387
Euró likviditás eszközalap - D,2025-09-05,0.9247
Európai ingatlancégek részv. eszközalap,2025-09-05,1.7753
Európai kötvény eszközalap - D,2025-09-05,1.2265
Európai részvény eszközalap,2025-09-05,2.525
Európai vállalati kötvény eszközalap,2025-09-05,1.3197
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-05,1.0601
Fejlõdõ ázsiai részvény eszközalap,2025-09-05,2.1393
Fenntartható növekedés részvény eszk.,2025-09-05,3.1009
Globális egészségügyi részvény eszk.,2025-09-05,3.2675
Globális növekedési részvény eszközalap,2025-09-05,2.2048
Kiegyensúlyozott vegyes eszközalap - D,2025-09-05,1.3987
Latin-amerikai részvény eszközalap,2025-09-05,1.1136
Magas kötvény arányú vegyes eszk. - D,2025-09-05,1.0999
Magas védelmû vegyes eszközalap,2025-09-05,1.0894
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-05,3.1998
Nyersanyagpiaci részvény eszközalap,2025-09-05,1.361
Presztízs- és luxusmárkák rv. ea.,2025-09-05,3.5738
USA részvény eszközalap,2025-09-05,4.4366
Ázsia kötvény eszközalap,2025-09-05,2.2318
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-06,0.9397
Euró likviditás eszközalap - D,2025-09-06,0.9255
Európai ingatlancégek részv. eszközalap,2025-09-06,1.805
Európai kötvény eszközalap - D,2025-09-06,1.231
Európai részvény eszközalap,2025-09-06,2.5146
Európai vállalati kötvény eszközalap,2025-09-06,1.3235
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-06,1.0642
Fejlõdõ ázsiai részvény eszközalap,2025-09-06,2.1771
Fenntartható növekedés részvény eszk.,2025-09-06,3.0805
Globális egészségügyi részvény eszk.,2025-09-06,3.2883
Globális növekedési részvény eszközalap,2025-09-06,2.2047
Kiegyensúlyozott vegyes eszközalap - D,2025-09-06,1.4
Latin-amerikai részvény eszközalap,2025-09-06,1.1292
Magas kötvény arányú vegyes eszk. - D,2025-09-06,1.1023
Magas védelmû vegyes eszközalap,2025-09-06,1.0879
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-06,3.184
Nyersanyagpiaci részvény eszközalap,2025-09-06,1.3665
Presztízs- és luxusmárkák rv. ea.,2025-09-06,3.5605
USA részvény eszközalap,2025-09-06,4.3942
Ázsia kötvény eszközalap,2025-09-06,2.2314
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-09,0.9426
Euró likviditás eszközalap - D,2025-09-09,0.9257
Európai ingatlancégek részv. eszközalap,2025-09-09,1.8064
Európai kötvény eszközalap - D,2025-09-09,1.2329
Európai részvény eszközalap,2025-09-09,2.5343
Európai vállalati kötvény eszközalap,2025-09-09,1.325
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-09,1.0761
Fejlõdõ ázsiai részvény eszközalap,2025-09-09,2.1819
Fenntartható növekedés részvény eszk.,2025-09-09,3.0982
Globális egészségügyi részvény eszk.,2025-09-09,3.2646
Globális növekedési részvény eszközalap,2025-09-09,2.2072
Kiegyensúlyozott vegyes eszközalap - D,2025-09-09,1.4014
Latin-amerikai részvény eszközalap,2025-09-09,1.1231
Magas kötvény arányú vegyes eszk. - D,2025-09-09,1.1039
Magas védelmû vegyes eszközalap,2025-09-09,1.09
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-09,3.1646
Nyersanyagpiaci részvény eszközalap,2025-09-09,1.3763
Presztízs- és luxusmárkák rv. ea.,2025-09-09,3.5521
USA részvény eszközalap,2025-09-09,4.3959
Ázsia kötvény eszközalap,2025-09-09,2.2285
Aktív hozamfigyelõ vegyes eszközalap - D,2025-09-09,0.9426
Euró likviditás eszközalap - D,2025-09-09,0.9257
Európai ingatlancégek részv. eszközalap,2025-09-09,1.8064
Európai kötvény eszközalap - D,2025-09-09,1.2329
Európai részvény eszközalap,2025-09-09,2.5343
Európai vállalati kötvény eszközalap,2025-09-09,1.325
Fejlõdõ piaci részvény ESG eszközalap-D,2025-09-09,1.0761
Fejlõdõ ázsiai részvény eszközalap,2025-09-09,2.1819
Fenntartható növekedés részvény eszk.,2025-09-09,3.0982
Globális egészségügyi részvény eszk.,2025-09-09,3.2646
Globális növekedési részvény eszközalap,2025-09-09,2.2072
Kiegyensúlyozott vegyes eszközalap - D,2025-09-09,1.4014
Latin-amerikai részvény eszközalap,2025-09-09,1.1231
Magas kötvény arányú vegyes eszk. - D,2025-09-09,1.1039
Magas védelmû vegyes eszközalap,2025-09-09,1.09
Nemz. élelmiszeripari cégek rv. ea - D,2025-09-09,3.1646
Nyersanyagpiaci részvény eszközalap,2025-09-09,1.3763
Presztízs- és luxusmárkák rv. ea.,2025-09-09,3.5521
USA részvény eszközalap,2025-09-09,4.3959
Ázsia kötvény eszközalap,2025-09-09,2.2285
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-01,0.9438
Euró likviditás eszközalap - D,2025-10-01,0.9248
Európai ingatlancégek részv. eszközalap,2025-10-01,1.8179
Európai kötvény eszközalap - D,2025-10-01,1.2295
Európai részvény eszközalap,2025-10-01,2.6147
Európai vállalati kötvény eszközalap,2025-10-01,1.3246
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-01,1.1207
Fejlõdõ ázsiai részvény eszközalap,2025-10-01,2.2869
Fenntartható növekedés részvény eszk.,2025-10-01,3.1052
Globális egészségügyi részvény eszk.,2025-10-01,3.2526
Globális növekedési részvény eszközalap,2025-10-01,2.1777
Kiegyensúlyozott vegyes eszközalap - D,2025-10-01,1.417
Latin-amerikai részvény eszközalap,2025-10-01,1.1727
Magas kötvény arányú vegyes eszk. - D,2025-10-01,1.109
Magas védelmû vegyes eszközalap,2025-10-01,1.0974
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-01,3.097
Nyersanyagpiaci részvény eszközalap,2025-10-01,1.3861
Presztízs- és luxusmárkák rv. ea.,2025-10-01,3.5746
USA részvény eszközalap,2025-10-01,4.521
Ázsia kötvény eszközalap,2025-10-01,2.2334
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-02,0.9467
Euró likviditás eszközalap - D,2025-10-02,0.925
Európai ingatlancégek részv. eszközalap,2025-10-02,1.8212
Európai kötvény eszközalap - D,2025-10-02,1.2303
Európai részvény eszközalap,2025-10-02,2.6434
Európai vállalati kötvény eszközalap,2025-10-02,1.3251
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-02,1.1299
Fejlõdõ ázsiai részvény eszközalap,2025-10-02,2.2868
Fenntartható növekedés részvény eszk.,2025-10-02,3.1296
Globális egészségügyi részvény eszk.,2025-10-02,3.3512
Globális növekedési részvény eszközalap,2025-10-02,2.1739
Kiegyensúlyozott vegyes eszközalap - D,2025-10-02,1.421
Latin-amerikai részvény eszközalap,2025-10-02,1.1591
Magas kötvény arányú vegyes eszk. - D,2025-10-02,1.1107
Magas védelmû vegyes eszközalap,2025-10-02,1.1005
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-02,3.0855
Nyersanyagpiaci részvény eszközalap,2025-10-02,1.3929
Presztízs- és luxusmárkák rv. ea.,2025-10-02,3.5893
USA részvény eszközalap,2025-10-02,4.5373
Ázsia kötvény eszközalap,2025-10-02,2.2345
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-03,0.9488
Euró likviditás eszközalap - D,2025-10-03,0.9251
Európai ingatlancégek részv. eszközalap,2025-10-03,1.8125
Európai kötvény eszközalap - D,2025-10-03,1.2307
Európai részvény eszközalap,2025-10-03,2.6681
Európai vállalati kötvény eszközalap,2025-10-03,1.3261
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-03,1.135
Fejlõdõ ázsiai részvény eszközalap,2025-10-03,2.3136
Fenntartható növekedés részvény eszk.,2025-10-03,3.1485
Globális egészségügyi részvény eszk.,2025-10-03,3.3875
Globális növekedési részvény eszközalap,2025-10-03,2.1806
Kiegyensúlyozott vegyes eszközalap - D,2025-10-03,1.4252
Latin-amerikai részvény eszközalap,2025-10-03,1.1439
Magas kötvény arányú vegyes eszk. - D,2025-10-03,1.1127
Magas védelmû vegyes eszközalap,2025-10-03,1.1035
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-03,3.089
Nyersanyagpiaci részvény eszközalap,2025-10-03,1.3885
Presztízs- és luxusmárkák rv. ea.,2025-10-03,3.6316
USA részvény eszközalap,2025-10-03,4.5498
Ázsia kötvény eszközalap,2025-10-03,2.2379
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-04,0.9493
Euró likviditás eszközalap - D,2025-10-04,0.925
Európai ingatlancégek részv. eszközalap,2025-10-04,1.8227
Európai kötvény eszközalap - D,2025-10-04,1.2311
Európai részvény eszközalap,2025-10-04,2.6723
Európai vállalati kötvény eszközalap,2025-10-04,1.3265
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-04,1.1392
Fejlõdõ ázsiai részvény eszközalap,2025-10-04,2.321
Fenntartható növekedés részvény eszk.,2025-10-04,3.1576
Globális egészségügyi részvény eszk.,2025-10-04,3.4054
Globális növekedési részvény eszközalap,2025-10-04,2.1867
Kiegyensúlyozott vegyes eszközalap - D,2025-10-04,1.4264
Latin-amerikai részvény eszközalap,2025-10-04,1.1423
Magas kötvény arányú vegyes eszk. - D,2025-10-04,1.1133
Magas védelmû vegyes eszközalap,2025-10-04,1.1035
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-04,3.0843
Nyersanyagpiaci részvény eszközalap,2025-10-04,1.3963
Presztízs- és luxusmárkák rv. ea.,2025-10-04,3.6291
USA részvény eszközalap,2025-10-04,4.5361
Ázsia kötvény eszközalap,2025-10-04,2.2416
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-07,0.9493
Euró likviditás eszközalap - D,2025-10-07,0.9251
Európai ingatlancégek részv. eszközalap,2025-10-07,1.8138
Európai kötvény eszközalap - D,2025-10-07,1.2302
Európai részvény eszközalap,2025-10-07,2.6627
Európai vállalati kötvény eszközalap,2025-10-07,1.3263
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-07,1.1422
Fejlõdõ ázsiai részvény eszközalap,2025-10-07,2.3209
Fenntartható növekedés részvény eszk.,2025-10-07,3.1722
Globális egészségügyi részvény eszk.,2025-10-07,3.4232
Globális növekedési részvény eszközalap,2025-10-07,2.1929
Kiegyensúlyozott vegyes eszközalap - D,2025-10-07,1.4278
Latin-amerikai részvény eszközalap,2025-10-07,1.1404
Magas kötvény arányú vegyes eszk. - D,2025-10-07,1.1133
Magas védelmû vegyes eszközalap,2025-10-07,1.1024
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-07,3.0709
Nyersanyagpiaci részvény eszközalap,2025-10-07,1.4043
Presztízs- és luxusmárkák rv. ea.,2025-10-07,3.6256
USA részvény eszközalap,2025-10-07,4.5537
Ázsia kötvény eszközalap,2025-10-07,2.2536
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-07,0.9493
Euró likviditás eszközalap - D,2025-10-07,0.9251
Európai ingatlancégek részv. eszközalap,2025-10-07,1.8138
Európai kötvény eszközalap - D,2025-10-07,1.2302
Európai részvény eszközalap,2025-10-07,2.6627
Európai vállalati kötvény eszközalap,2025-10-07,1.3263
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-07,1.1422
Fejlõdõ ázsiai részvény eszközalap,2025-10-07,2.3209
Fenntartható növekedés részvény eszk.,2025-10-07,3.1722
Globális egészségügyi részvény eszk.,2025-10-07,3.4232
Globális növekedési részvény eszközalap,2025-10-07,2.1929
Kiegyensúlyozott vegyes eszközalap - D,2025-10-07,1.4278
Latin-amerikai részvény eszközalap,2025-10-07,1.1404
Magas kötvény arányú vegyes eszk. - D,2025-10-07,1.1133
Magas védelmû vegyes eszközalap,2025-10-07,1.1024
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-07,3.0709
Nyersanyagpiaci részvény eszközalap,2025-10-07,1.4043
Presztízs- és luxusmárkák rv. ea.,2025-10-07,3.6256
USA részvény eszközalap,2025-10-07,4.5537
Ázsia kötvény eszközalap,2025-10-07,2.2536
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-08,0.9488
Euró likviditás eszközalap - D,2025-10-08,0.925
Európai ingatlancégek részv. eszközalap,2025-10-08,1.8055
Európai kötvény eszközalap - D,2025-10-08,1.2297
Európai részvény eszközalap,2025-10-08,2.655
Európai vállalati kötvény eszközalap,2025-10-08,1.3262
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-08,1.1401
Fejlõdõ ázsiai részvény eszközalap,2025-10-08,2.3208
Fenntartható növekedés részvény eszk.,2025-10-08,3.1684
Globális egészségügyi részvény eszk.,2025-10-08,3.4051
Globális növekedési részvény eszközalap,2025-10-08,2.1869
Kiegyensúlyozott vegyes eszközalap - D,2025-10-08,1.4284
Latin-amerikai részvény eszközalap,2025-10-08,1.1403
Magas kötvény arányú vegyes eszk. - D,2025-10-08,1.1134
Magas védelmû vegyes eszközalap,2025-10-08,1.1016
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-08,3.0965
Nyersanyagpiaci részvény eszközalap,2025-10-08,1.4028
Presztízs- és luxusmárkák rv. ea.,2025-10-08,3.6319
USA részvény eszközalap,2025-10-08,4.5499
Ázsia kötvény eszközalap,2025-10-08,2.254
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-09,0.9515
Euró likviditás eszközalap - D,2025-10-09,0.9255
Európai ingatlancégek részv. eszközalap,2025-10-09,1.7948
Európai kötvény eszközalap - D,2025-10-09,1.2329
Európai részvény eszközalap,2025-10-09,2.6677
Európai vállalati kötvény eszközalap,2025-10-09,1.328
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-09,1.1473
Fejlõdõ ázsiai részvény eszközalap,2025-10-09,2.3401
Fenntartható növekedés részvény eszk.,2025-10-09,3.1933
Globális egészségügyi részvény eszk.,2025-10-09,3.4179
Globális növekedési részvény eszközalap,2025-10-09,2.2101
Kiegyensúlyozott vegyes eszközalap - D,2025-10-09,1.434
Latin-amerikai részvény eszközalap,2025-10-09,1.1471
Magas kötvény arányú vegyes eszk. - D,2025-10-09,1.117
Magas védelmû vegyes eszközalap,2025-10-09,1.1036
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-09,3.1058
Nyersanyagpiaci részvény eszközalap,2025-10-09,1.4124
Presztízs- és luxusmárkák rv. ea.,2025-10-09,3.6749
USA részvény eszközalap,2025-10-09,4.5925
Ázsia kötvény eszközalap,2025-10-09,2.267
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-10,0.9503
Euró likviditás eszközalap - D,2025-10-10,0.9253
Európai ingatlancégek részv. eszközalap,2025-10-10,1.7974
Európai kötvény eszközalap - D,2025-10-10,1.2315
Európai részvény eszközalap,2025-10-10,2.6637
Európai vállalati kötvény eszközalap,2025-10-10,1.3267
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-10,1.1493
Fejlõdõ ázsiai részvény eszközalap,2025-10-10,2.3622
Fenntartható növekedés részvény eszk.,2025-10-10,3.192
Globális egészségügyi részvény eszk.,2025-10-10,3.4281
Globális növekedési részvény eszközalap,2025-10-10,2.1989
Kiegyensúlyozott vegyes eszközalap - D,2025-10-10,1.4346
Latin-amerikai részvény eszközalap,2025-10-10,1.1515
Magas kötvény arányú vegyes eszk. - D,2025-10-10,1.1166
Magas védelmû vegyes eszközalap,2025-10-10,1.1024
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-10,3.1228
Nyersanyagpiaci részvény eszközalap,2025-10-10,1.4082
Presztízs- és luxusmárkák rv. ea.,2025-10-10,3.5899
USA részvény eszközalap,2025-10-10,4.598
Ázsia kötvény eszközalap,2025-10-10,2.2676
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-11,0.9447
Euró likviditás eszközalap - D,2025-10-11,0.926
Európai ingatlancégek részv. eszközalap,2025-10-11,1.8023
Európai kötvény eszközalap - D,2025-10-11,1.2355
Európai részvény eszközalap,2025-10-11,2.6249
Európai vállalati kötvény eszközalap,2025-10-11,1.3281
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-11,1.12
Fejlõdõ ázsiai részvény eszközalap,2025-10-11,2.3621
Fenntartható növekedés részvény eszk.,2025-10-11,3.1252
Globális egészségügyi részvény eszk.,2025-10-11,3.4022
Globális növekedési részvény eszközalap,2025-10-11,2.165
Kiegyensúlyozott vegyes eszközalap - D,2025-10-11,1.4252
Latin-amerikai részvény eszközalap,2025-10-11,1.1191
Magas kötvény arányú vegyes eszk. - D,2025-10-11,1.1143
Magas védelmû vegyes eszközalap,2025-10-11,1.0978
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-11,3.1349
Nyersanyagpiaci részvény eszközalap,2025-10-11,1.3839
Presztízs- és luxusmárkák rv. ea.,2025-10-11,3.5003
USA részvény eszközalap,2025-10-11,4.4804
Ázsia kötvény eszközalap,2025-10-11,2.2742
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-14,0.9485
Euró likviditás eszközalap - D,2025-10-14,0.9263
Európai ingatlancégek részv. eszközalap,2025-10-14,1.8393
Európai kötvény eszközalap - D,2025-10-14,1.2363
Európai részvény eszközalap,2025-10-14,2.641
Európai vállalati kötvény eszközalap,2025-10-14,1.3285
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-14,1.1364
Fejlõdõ ázsiai részvény eszközalap,2025-10-14,2.3378
Fenntartható növekedés részvény eszk.,2025-10-14,3.1632
Globális egészségügyi részvény eszk.,2025-10-14,3.3685
Globális növekedési részvény eszközalap,2025-10-14,2.1735
Kiegyensúlyozott vegyes eszközalap - D,2025-10-14,1.4262
Latin-amerikai részvény eszközalap,2025-10-14,1.1387
Magas kötvény arányú vegyes eszk. - D,2025-10-14,1.1151
Magas védelmû vegyes eszközalap,2025-10-14,1.0992
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-14,3.1214
Nyersanyagpiaci részvény eszközalap,2025-10-14,1.4077
Presztízs- és luxusmárkák rv. ea.,2025-10-14,3.4985
USA részvény eszközalap,2025-10-14,4.5649
Ázsia kötvény eszközalap,2025-10-14,2.2741
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-14,0.9485
Euró likviditás eszközalap - D,2025-10-14,0.9263
Európai ingatlancégek részv. eszközalap,2025-10-14,1.8393
Európai kötvény eszközalap - D,2025-10-14,1.2363
Európai részvény eszközalap,2025-10-14,2.641
Európai vállalati kötvény eszközalap,2025-10-14,1.3285
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-14,1.1364
Fejlõdõ ázsiai részvény eszközalap,2025-10-14,2.3378
Fenntartható növekedés részvény eszk.,2025-10-14,3.1632
Globális egészségügyi részvény eszk.,2025-10-14,3.3685
Globális növekedési részvény eszközalap,2025-10-14,2.1735
Kiegyensúlyozott vegyes eszközalap - D,2025-10-14,1.4262
Latin-amerikai részvény eszközalap,2025-10-14,1.1387
Magas kötvény arányú vegyes eszk. - D,2025-10-14,1.1151
Magas védelmû vegyes eszközalap,2025-10-14,1.0992
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-14,3.1214
Nyersanyagpiaci részvény eszközalap,2025-10-14,1.4077
Presztízs- és luxusmárkák rv. ea.,2025-10-14,3.4985
USA részvény eszközalap,2025-10-14,4.5649
Ázsia kötvény eszközalap,2025-10-14,2.2741
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-15,0.9482
Euró likviditás eszközalap - D,2025-10-15,0.9266
Európai ingatlancégek részv. eszközalap,2025-10-15,1.8496
Európai kötvény eszközalap - D,2025-10-15,1.2385
Európai részvény eszközalap,2025-10-15,2.6361
Európai vállalati kötvény eszközalap,2025-10-15,1.3291
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-15,1.1201
Fejlõdõ ázsiai részvény eszközalap,2025-10-15,2.2848
Fenntartható növekedés részvény eszk.,2025-10-15,3.148
Globális egészségügyi részvény eszk.,2025-10-15,3.3556
Globális növekedési részvény eszközalap,2025-10-15,2.1723
Kiegyensúlyozott vegyes eszközalap - D,2025-10-15,1.4241
Latin-amerikai részvény eszközalap,2025-10-15,1.1298
Magas kötvény arányú vegyes eszk. - D,2025-10-15,1.1152
Magas védelmû vegyes eszközalap,2025-10-15,1.0987
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-15,3.137
Nyersanyagpiaci részvény eszközalap,2025-10-15,1.4052
Presztízs- és luxusmárkák rv. ea.,2025-10-15,3.4974
USA részvény eszközalap,2025-10-15,4.543
Ázsia kötvény eszközalap,2025-10-15,2.2794
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-16,0.9507
Euró likviditás eszközalap - D,2025-10-16,0.9271
Európai ingatlancégek részv. eszközalap,2025-10-16,1.8529
Európai kötvény eszközalap - D,2025-10-16,1.2424
Európai részvény eszközalap,2025-10-16,2.6516
Európai vállalati kötvény eszközalap,2025-10-16,1.3335
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-16,1.1337
Fejlõdõ ázsiai részvény eszközalap,2025-10-16,2.3493
Fenntartható növekedés részvény eszk.,2025-10-16,3.153
Globális egészségügyi részvény eszk.,2025-10-16,3.3786
Globális növekedési részvény eszközalap,2025-10-16,2.1667
Kiegyensúlyozott vegyes eszközalap - D,2025-10-16,1.4312
Latin-amerikai részvény eszközalap,2025-10-16,1.1397
Magas kötvény arányú vegyes eszk. - D,2025-10-16,1.1198
Magas védelmû vegyes eszközalap,2025-10-16,1.1014
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-16,3.1642
Nyersanyagpiaci részvény eszközalap,2025-10-16,1.4144
Presztízs- és luxusmárkák rv. ea.,2025-10-16,3.6092
USA részvény eszközalap,2025-10-16,4.5497
Ázsia kötvény eszközalap,2025-10-16,2.2644
Aktív hozamfigyelõ vegyes eszközalap - D,2025-10-17,0.9501
Euró likviditás eszközalap - D,2025-10-17,0.9271
Európai ingatlancégek részv. eszközalap,2025-10-17,1.8687
Európai kötvény eszközalap - D,2025-10-17,1.242
Európai részvény eszközalap,2025-10-17,2.668
Európai vállalati kötvény eszközalap,2025-10-17,1.3328
Fejlõdõ piaci részvény ESG eszközalap-D,2025-10-17,1.1389
Fejlõdõ ázsiai részvény eszközalap,2025-10-17,2.3449
Fenntartható növekedés részvény eszk.,2025-10-17,3.1273
Globális egészségügyi részvény eszk.,2025-10-17,3.3992
Globális növekedési részvény eszközalap,2025-10-17,2.158
Kiegyensúlyozott vegyes eszközalap - D,2025-10-17,1.4294
Latin-amerikai részvény eszközalap,2025-10-17,1.1522
Magas kötvény arányú vegyes eszk. - D,2025-10-17,1.1189
Magas védelmû vegyes eszközalap,2025-10-17,1.1029
Nemz. élelmiszeripari cégek rv. ea - D,2025-10-17,3.1813
Nyersanyagpiaci részvény eszközalap,2025-10-17,1.4173
Presztízs- és luxusmárkák rv. ea.,2025-10-17,3.6208
USA részvény eszközalap,2025-10-17,4.5035
Ázsia kötvény eszközalap,2025-10-17,2.2615
