asset_name,date,opening_value
Globális egészségügyi részvény eszk.,2026-02-03,3.6282
Globális növekedési részvény eszközalap,2026-02-03,2.1262
Kiegyensúlyozott vegyes eszközalap - D,2026-02-03,1.4515
Latin-amerikai részvény eszközalap,2026-02-03,1.4169
Magas kötvény arányú vegyes eszk. - D,2026-02-03,1.1232
Magas védelmû vegyes eszközalap,2026-02-03,1.122
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-03,3.3047
Nyersanyagpiaci részvény eszközalap,2026-02-03,1.5821
Presztízs- és luxusmárkák rv. ea.,2026-02-03,3.575
USA részvény eszközalap,2026-02-03,4.6474
Ázsia kötvény eszközalap,2026-02-03,2.2356
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-03,0.9549
Euró likviditás eszközalap - D,2026-02-03,0.9277
Európai ingatlancégek részv. eszközalap,2026-02-03,1.9076
Európai kötvény eszközalap - D,2026-02-03,1.2369
Európai részvény eszközalap,2026-02-03,2.8367
Európai vállalati kötvény eszközalap,2026-02-03,1.333
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-03,1.2088
Fejlõdõ ázsiai részvény eszközalap,2026-02-03,2.6678
Fenntartható növekedés részvény eszk.,2026-02-03,3.1784
Globális egészségügyi részvény eszk.,2026-02-03,3.6282
Globális növekedési részvény eszközalap,2026-02-03,2.1262
Kiegyensúlyozott vegyes eszközalap - D,2026-02-03,1.4515
Latin-amerikai részvény eszközalap,2026-02-03,1.4169
Magas kötvény arányú vegyes eszk. - D,2026-02-03,1.1232
Magas védelmû vegyes eszközalap,2026-02-03,1.122
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-03,3.3047
Nyersanyagpiaci részvény eszközalap,2026-02-03,1.5821
Presztízs- és luxusmárkák rv. ea.,2026-02-03,3.575
USA részvény eszközalap,2026-02-03,4.6474
Ázsia kötvény eszközalap,2026-02-03,2.2356
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-04,0.9506
Euró likviditás eszközalap - D,2026-02-04,0.9277
Európai ingatlancégek részv. eszközalap,2026-02-04,1.9064
Európai kötvény eszközalap - D,2026-02-04,1.2359
Európai részvény eszközalap,2026-02-04,2.8358
Európai vállalati kötvény eszközalap,2026-02-04,1.3326
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-04,1.2251
Fejlõdõ ázsiai részvény eszközalap,2026-02-04,2.7226
Fenntartható növekedés részvény eszk.,2026-02-04,3.107
Globális egészségügyi részvény eszk.,2026-02-04,3.6566
Globális növekedési részvény eszközalap,2026-02-04,2.0943
Kiegyensúlyozott vegyes eszközalap - D,2026-02-04,1.4475
Latin-amerikai részvény eszközalap,2026-02-04,1.4528
Magas kötvény arányú vegyes eszk. - D,2026-02-04,1.121
Magas védelmû vegyes eszközalap,2026-02-04,1.1213
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-04,3.3749
Nyersanyagpiaci részvény eszközalap,2026-02-04,1.6297
Presztízs- és luxusmárkák rv. ea.,2026-02-04,3.5621
USA részvény eszközalap,2026-02-04,4.591
Ázsia kötvény eszközalap,2026-02-04,2.2463
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-05,0.9505
Euró likviditás eszközalap - D,2026-02-05,0.928
Európai ingatlancégek részv. eszközalap,2026-02-05,1.9261
Európai kötvény eszközalap - D,2026-02-05,1.2375
Európai részvény eszközalap,2026-02-05,2.8358
Európai vállalati kötvény eszközalap,2026-02-05,1.3339
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-05,1.223
Fejlõdõ ázsiai részvény eszközalap,2026-02-05,2.7481
Fenntartható növekedés részvény eszk.,2026-02-05,3.104
Globális egészségügyi részvény eszk.,2026-02-05,3.6151
Globális növekedési részvény eszközalap,2026-02-05,2.1021
Kiegyensúlyozott vegyes eszközalap - D,2026-02-05,1.4475
Latin-amerikai részvény eszközalap,2026-02-05,1.4174
Magas kötvény arányú vegyes eszk. - D,2026-02-05,1.1215
Magas védelmû vegyes eszközalap,2026-02-05,1.121
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-05,3.4289
Nyersanyagpiaci részvény eszközalap,2026-02-05,1.6301
Presztízs- és luxusmárkák rv. ea.,2026-02-05,3.6098
USA részvény eszközalap,2026-02-05,4.5737
Ázsia kötvény eszközalap,2026-02-05,2.2421
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-06,0.9464
Euró likviditás eszközalap - D,2026-02-06,0.9281
Európai ingatlancégek részv. eszközalap,2026-02-06,1.9135
Európai kötvény eszközalap - D,2026-02-06,1.2382
Európai részvény eszközalap,2026-02-06,2.8182
Európai vállalati kötvény eszközalap,2026-02-06,1.3342
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-06,1.2137
Fejlõdõ ázsiai részvény eszközalap,2026-02-06,2.6936
Fenntartható növekedés részvény eszk.,2026-02-06,3.0491
Globális egészségügyi részvény eszk.,2026-02-06,3.6332
Globális növekedési részvény eszközalap,2026-02-06,2.0781
Kiegyensúlyozott vegyes eszközalap - D,2026-02-06,1.4405
Latin-amerikai részvény eszközalap,2026-02-06,1.4031
Magas kötvény arányú vegyes eszk. - D,2026-02-06,1.1188
Magas védelmû vegyes eszközalap,2026-02-06,1.1185
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-06,3.4324
Nyersanyagpiaci részvény eszközalap,2026-02-06,1.5936
Presztízs- és luxusmárkák rv. ea.,2026-02-06,3.5753
USA részvény eszközalap,2026-02-06,4.5207
Ázsia kötvény eszközalap,2026-02-06,2.2493
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-07,0.9517
Euró likviditás eszközalap - D,2026-02-07,0.9281
Európai ingatlancégek részv. eszközalap,2026-02-07,1.9261
Európai kötvény eszközalap - D,2026-02-07,1.2383
Európai részvény eszközalap,2026-02-07,2.8385
Európai vállalati kötvény eszközalap,2026-02-07,1.3339
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-07,1.2324
Fejlõdõ ázsiai részvény eszközalap,2026-02-07,2.7023
Fenntartható növekedés részvény eszk.,2026-02-07,3.086
Globális egészségügyi részvény eszk.,2026-02-07,3.6202
Globális növekedési részvény eszközalap,2026-02-07,2.1062
Kiegyensúlyozott vegyes eszközalap - D,2026-02-07,1.4466
Latin-amerikai részvény eszközalap,2026-02-07,1.4266
Magas kötvény arányú vegyes eszk. - D,2026-02-07,1.1216
Magas védelmû vegyes eszközalap,2026-02-07,1.1214
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-07,3.4615
Nyersanyagpiaci részvény eszközalap,2026-02-07,1.6134
Presztízs- és luxusmárkák rv. ea.,2026-02-07,3.6198
USA részvény eszközalap,2026-02-07,4.5902
Ázsia kötvény eszközalap,2026-02-07,2.2498
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-10,0.9519
Euró likviditás eszközalap - D,2026-02-10,0.9285
Európai ingatlancégek részv. eszközalap,2026-02-10,1.9202
Európai kötvény eszközalap - D,2026-02-10,1.2392
Európai részvény eszközalap,2026-02-10,2.8569
Európai vállalati kötvény eszközalap,2026-02-10,1.3351
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-10,1.2394
Fejlõdõ ázsiai részvény eszközalap,2026-02-10,2.7387
Fenntartható növekedés részvény eszk.,2026-02-10,3.075
Globális egészségügyi részvény eszk.,2026-02-10,3.6329
Globális növekedési részvény eszközalap,2026-02-10,2.1115
Kiegyensúlyozott vegyes eszközalap - D,2026-02-10,1.451
Latin-amerikai részvény eszközalap,2026-02-10,1.4396
Magas kötvény arányú vegyes eszk. - D,2026-02-10,1.1236
Magas védelmû vegyes eszközalap,2026-02-10,1.1239
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-10,3.4175
Nyersanyagpiaci részvény eszközalap,2026-02-10,1.6386
Presztízs- és luxusmárkák rv. ea.,2026-02-10,3.6306
USA részvény eszközalap,2026-02-10,4.5743
Ázsia kötvény eszközalap,2026-02-10,2.2366
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-10,0.9519
Euró likviditás eszközalap - D,2026-02-10,0.9285
Európai ingatlancégek részv. eszközalap,2026-02-10,1.9202
Európai kötvény eszközalap - D,2026-02-10,1.2392
Európai részvény eszközalap,2026-02-10,2.8569
Európai vállalati kötvény eszközalap,2026-02-10,1.3351
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-10,1.2394
Fejlõdõ ázsiai részvény eszközalap,2026-02-10,2.7387
Fenntartható növekedés részvény eszk.,2026-02-10,3.075
Globális egészségügyi részvény eszk.,2026-02-10,3.6329
Globális növekedési részvény eszközalap,2026-02-10,2.1115
Kiegyensúlyozott vegyes eszközalap - D,2026-02-10,1.451
Latin-amerikai részvény eszközalap,2026-02-10,1.4396
Magas kötvény arányú vegyes eszk. - D,2026-02-10,1.1236
Magas védelmû vegyes eszközalap,2026-02-10,1.1239
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-10,3.4175
Nyersanyagpiaci részvény eszközalap,2026-02-10,1.6386
Presztízs- és luxusmárkák rv. ea.,2026-02-10,3.6306
USA részvény eszközalap,2026-02-10,4.5743
Ázsia kötvény eszközalap,2026-02-10,2.2366
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-11,0.9539
Euró likviditás eszközalap - D,2026-02-11,0.9287
Európai ingatlancégek részv. eszközalap,2026-02-11,1.9415
Európai kötvény eszközalap - D,2026-02-11,1.2413
Európai részvény eszközalap,2026-02-11,2.855
Európai vállalati kötvény eszközalap,2026-02-11,1.3364
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-11,1.2384
Fejlõdõ ázsiai részvény eszközalap,2026-02-11,2.766
Fenntartható növekedés részvény eszk.,2026-02-11,3.0755
Globális egészségügyi részvény eszk.,2026-02-11,3.638
Globális növekedési részvény eszközalap,2026-02-11,2.1215
Kiegyensúlyozott vegyes eszközalap - D,2026-02-11,1.4523
Latin-amerikai részvény eszközalap,2026-02-11,1.4476
Magas kötvény arányú vegyes eszk. - D,2026-02-11,1.1251
Magas védelmû vegyes eszközalap,2026-02-11,1.1236
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-11,3.4136
Nyersanyagpiaci részvény eszközalap,2026-02-11,1.6578
Presztízs- és luxusmárkák rv. ea.,2026-02-11,3.729
USA részvény eszközalap,2026-02-11,4.5627
Ázsia kötvény eszközalap,2026-02-11,2.2304
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-12,0.9534
Euró likviditás eszközalap - D,2026-02-12,0.9287
Európai ingatlancégek részv. eszközalap,2026-02-12,1.9537
Európai kötvény eszközalap - D,2026-02-12,1.2412
Európai részvény eszközalap,2026-02-12,2.8542
Európai vállalati kötvény eszközalap,2026-02-12,1.3362
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-12,1.2465
Fejlõdõ ázsiai részvény eszközalap,2026-02-12,2.799
Fenntartható növekedés részvény eszk.,2026-02-12,3.0806
Globális egészségügyi részvény eszk.,2026-02-12,3.6095
Globális növekedési részvény eszközalap,2026-02-12,2.1299
Kiegyensúlyozott vegyes eszközalap - D,2026-02-12,1.4555
Latin-amerikai részvény eszközalap,2026-02-12,1.4581
Magas kötvény arányú vegyes eszk. - D,2026-02-12,1.1265
Magas védelmû vegyes eszközalap,2026-02-12,1.1232
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-12,3.4658
Nyersanyagpiaci részvény eszközalap,2026-02-12,1.6789
Presztízs- és luxusmárkák rv. ea.,2026-02-12,3.7135
USA részvény eszközalap,2026-02-12,4.5819
Ázsia kötvény eszközalap,2026-02-12,2.2319
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-13,0.9505
Euró likviditás eszközalap - D,2026-02-13,0.9289
Európai ingatlancégek részv. eszközalap,2026-02-13,1.9571
Európai kötvény eszközalap - D,2026-02-13,1.2425
Európai részvény eszközalap,2026-02-13,2.8505
Európai vállalati kötvény eszközalap,2026-02-13,1.3371
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-13,1.2403
Fejlõdõ ázsiai részvény eszközalap,2026-02-13,2.8179
Fenntartható növekedés részvény eszk.,2026-02-13,3.0334
Globális egészségügyi részvény eszk.,2026-02-13,3.6457
Globális növekedési részvény eszközalap,2026-02-13,2.0953
Kiegyensúlyozott vegyes eszközalap - D,2026-02-13,1.4504
Latin-amerikai részvény eszközalap,2026-02-13,1.4525
Magas kötvény arányú vegyes eszk. - D,2026-02-13,1.1249
Magas védelmû vegyes eszközalap,2026-02-13,1.121
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-13,3.5237
Nyersanyagpiaci részvény eszközalap,2026-02-13,1.6603
Presztízs- és luxusmárkák rv. ea.,2026-02-13,3.7172
USA részvény eszközalap,2026-02-13,4.5018
Ázsia kötvény eszközalap,2026-02-13,2.2376
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-14,0.9515
Euró likviditás eszközalap - D,2026-02-14,0.9292
Európai ingatlancégek részv. eszközalap,2026-02-14,1.9544
Európai kötvény eszközalap - D,2026-02-14,1.2442
Európai részvény eszközalap,2026-02-14,2.8367
Európai vállalati kötvény eszközalap,2026-02-14,1.3377
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-14,1.2393
Fejlõdõ ázsiai részvény eszközalap,2026-02-14,2.7834
Fenntartható növekedés részvény eszk.,2026-02-14,3.0374
Globális egészségügyi részvény eszk.,2026-02-14,3.6767
Globális növekedési részvény eszközalap,2026-02-14,2.1124
Kiegyensúlyozott vegyes eszközalap - D,2026-02-14,1.4478
Latin-amerikai részvény eszközalap,2026-02-14,1.4288
Magas kötvény arányú vegyes eszk. - D,2026-02-14,1.1246
Magas védelmû vegyes eszközalap,2026-02-14,1.1203
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-14,3.519
Nyersanyagpiaci részvény eszközalap,2026-02-14,1.6656
Presztízs- és luxusmárkák rv. ea.,2026-02-14,3.685
USA részvény eszközalap,2026-02-14,4.4944
Ázsia kötvény eszközalap,2026-02-14,2.2451
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-17,0.9513
Euró likviditás eszközalap - D,2026-02-17,0.9292
Európai ingatlancégek részv. eszközalap,2026-02-17,1.95
Európai kötvény eszközalap - D,2026-02-17,1.2418
Európai részvény eszközalap,2026-02-17,2.8355
Európai vállalati kötvény eszközalap,2026-02-17,1.3376
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-17,1.2432
Fejlõdõ ázsiai részvény eszközalap,2026-02-17,2.7832
Fenntartható növekedés részvény eszk.,2026-02-17,3.0372
Globális egészségügyi részvény eszk.,2026-02-17,3.6687
Globális növekedési részvény eszközalap,2026-02-17,2.1122
Kiegyensúlyozott vegyes eszközalap - D,2026-02-17,1.4476
Latin-amerikai részvény eszközalap,2026-02-17,1.4432
Magas kötvény arányú vegyes eszk. - D,2026-02-17,1.124
Magas védelmû vegyes eszközalap,2026-02-17,1.1201
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-17,3.5245
Nyersanyagpiaci részvény eszközalap,2026-02-17,1.6616
Presztízs- és luxusmárkák rv. ea.,2026-02-17,3.6638
USA részvény eszközalap,2026-02-17,4.494
Ázsia kötvény eszközalap,2026-02-17,2.2485
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-17,0.9513
Euró likviditás eszközalap - D,2026-02-17,0.9292
Európai ingatlancégek részv. eszközalap,2026-02-17,1.95
Európai kötvény eszközalap - D,2026-02-17,1.2418
Európai részvény eszközalap,2026-02-17,2.8355
Európai vállalati kötvény eszközalap,2026-02-17,1.3376
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-17,1.2432
Fejlõdõ ázsiai részvény eszközalap,2026-02-17,2.7832
Fenntartható növekedés részvény eszk.,2026-02-17,3.0372
Globális egészségügyi részvény eszk.,2026-02-17,3.6687
Globális növekedési részvény eszközalap,2026-02-17,2.1122
Kiegyensúlyozott vegyes eszközalap - D,2026-02-17,1.4476
Latin-amerikai részvény eszközalap,2026-02-17,1.4432
Magas kötvény arányú vegyes eszk. - D,2026-02-17,1.124
Magas védelmû vegyes eszközalap,2026-02-17,1.1201
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-17,3.5245
Nyersanyagpiaci részvény eszközalap,2026-02-17,1.6616
Presztízs- és luxusmárkák rv. ea.,2026-02-17,3.6638
USA részvény eszközalap,2026-02-17,4.494
Ázsia kötvény eszközalap,2026-02-17,2.2485
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-18,0.953
Euró likviditás eszközalap - D,2026-02-18,0.9293
Európai ingatlancégek részv. eszközalap,2026-02-18,1.9873
Európai kötvény eszközalap - D,2026-02-18,1.2445
Európai részvény eszközalap,2026-02-18,2.855
Európai vállalati kötvény eszközalap,2026-02-18,1.3376
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-18,1.2422
Fejlõdõ ázsiai részvény eszközalap,2026-02-18,2.7831
Fenntartható növekedés részvény eszk.,2026-02-18,3.0586
Globális egészségügyi részvény eszk.,2026-02-18,3.6891
Globális növekedési részvény eszközalap,2026-02-18,2.1185
Kiegyensúlyozott vegyes eszközalap - D,2026-02-18,1.4496
Latin-amerikai részvény eszközalap,2026-02-18,1.4424
Magas kötvény arányú vegyes eszk. - D,2026-02-18,1.1256
Magas védelmû vegyes eszközalap,2026-02-18,1.1224
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-18,3.4786
Nyersanyagpiaci részvény eszközalap,2026-02-18,1.6497
Presztízs- és luxusmárkák rv. ea.,2026-02-18,3.6863
USA részvény eszközalap,2026-02-18,4.5166
Ázsia kötvény eszközalap,2026-02-18,2.2516
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-19,0.9546
Euró likviditás eszközalap - D,2026-02-19,0.9292
Európai ingatlancégek részv. eszközalap,2026-02-19,1.9677
Európai kötvény eszközalap - D,2026-02-19,1.2428
Európai részvény eszközalap,2026-02-19,2.8898
Európai vállalati kötvény eszközalap,2026-02-19,1.3379
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-19,1.2574
Fejlõdõ ázsiai részvény eszközalap,2026-02-19,2.7831
Fenntartható növekedés részvény eszk.,2026-02-19,3.0817
Globális egészségügyi részvény eszk.,2026-02-19,3.6736
Globális növekedési részvény eszközalap,2026-02-19,2.1309
Kiegyensúlyozott vegyes eszközalap - D,2026-02-19,1.4531
Latin-amerikai részvény eszközalap,2026-02-19,1.4578
Magas kötvény arányú vegyes eszk. - D,2026-02-19,1.127
Magas védelmû vegyes eszközalap,2026-02-19,1.1277
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-19,3.4767
Nyersanyagpiaci részvény eszközalap,2026-02-19,1.6797
Presztízs- és luxusmárkák rv. ea.,2026-02-19,3.7154
USA részvény eszközalap,2026-02-19,4.5356
Ázsia kötvény eszközalap,2026-02-19,2.2534
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-20,0.9542
Euró likviditás eszközalap - D,2026-02-20,0.9291
Európai ingatlancégek részv. eszközalap,2026-02-20,1.9786
Európai kötvény eszközalap - D,2026-02-20,1.2446
Európai részvény eszközalap,2026-02-20,2.8711
Európai vállalati kötvény eszközalap,2026-02-20,1.3376
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-20,1.2553
Fejlõdõ ázsiai részvény eszközalap,2026-02-20,2.783
Fenntartható növekedés részvény eszk.,2026-02-20,3.0795
Globális egészségügyi részvény eszk.,2026-02-20,3.6528
Globális növekedési részvény eszközalap,2026-02-20,2.1319
Kiegyensúlyozott vegyes eszközalap - D,2026-02-20,1.4538
Latin-amerikai részvény eszközalap,2026-02-20,1.4619
Magas kötvény arányú vegyes eszk. - D,2026-02-20,1.1271
Magas védelmû vegyes eszközalap,2026-02-20,1.1244
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-20,3.4857
Nyersanyagpiaci részvény eszközalap,2026-02-20,1.6738
Presztízs- és luxusmárkák rv. ea.,2026-02-20,3.6841
USA részvény eszközalap,2026-02-20,4.5442
Ázsia kötvény eszközalap,2026-02-20,2.2589
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-21,0.9565
Euró likviditás eszközalap - D,2026-02-21,0.9291
Európai ingatlancégek részv. eszközalap,2026-02-21,1.9963
Európai kötvény eszközalap - D,2026-02-21,1.2434
Európai részvény eszközalap,2026-02-21,2.8981
Európai vállalati kötvény eszközalap,2026-02-21,1.338
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-21,1.2688
Fejlõdõ ázsiai részvény eszközalap,2026-02-21,2.7829
Fenntartható növekedés részvény eszk.,2026-02-21,3.0958
Globális egészségügyi részvény eszk.,2026-02-21,3.6579
Globális növekedési részvény eszközalap,2026-02-21,2.1294
Kiegyensúlyozott vegyes eszközalap - D,2026-02-21,1.4594
Latin-amerikai részvény eszközalap,2026-02-21,1.47
Magas kötvény arányú vegyes eszk. - D,2026-02-21,1.1298
Magas védelmû vegyes eszközalap,2026-02-21,1.1291
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-21,3.4772
Nyersanyagpiaci részvény eszközalap,2026-02-21,1.6805
Presztízs- és luxusmárkák rv. ea.,2026-02-21,3.7356
USA részvény eszközalap,2026-02-21,4.5651
Ázsia kötvény eszközalap,2026-02-21,2.2651
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-24,0.9541
Euró likviditás eszközalap - D,2026-02-24,0.9294
Európai ingatlancégek részv. eszközalap,2026-02-24,1.995
Európai kötvény eszközalap - D,2026-02-24,1.248
Európai részvény eszközalap,2026-02-24,2.8982
Európai vállalati kötvény eszközalap,2026-02-24,1.3395
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-24,1.2635
Fejlõdõ ázsiai részvény eszközalap,2026-02-24,2.8574
Fenntartható növekedés részvény eszk.,2026-02-24,3.0645
Globális egészségügyi részvény eszk.,2026-02-24,3.6836
Globális növekedési részvény eszközalap,2026-02-24,2.1051
Kiegyensúlyozott vegyes eszközalap - D,2026-02-24,1.4571
Latin-amerikai részvény eszközalap,2026-02-24,1.4597
Magas kötvény arányú vegyes eszk. - D,2026-02-24,1.1298
Magas védelmû vegyes eszközalap,2026-02-24,1.1283
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-24,3.5061
Nyersanyagpiaci részvény eszközalap,2026-02-24,1.6935
Presztízs- és luxusmárkák rv. ea.,2026-02-24,3.6771
USA részvény eszközalap,2026-02-24,4.5056
Ázsia kötvény eszközalap,2026-02-24,2.2598
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-24,0.9541
Euró likviditás eszközalap - D,2026-02-24,0.9294
Európai ingatlancégek részv. eszközalap,2026-02-24,1.995
Európai kötvény eszközalap - D,2026-02-24,1.248
Európai részvény eszközalap,2026-02-24,2.8982
Európai vállalati kötvény eszközalap,2026-02-24,1.3395
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-24,1.2635
Fejlõdõ ázsiai részvény eszközalap,2026-02-24,2.8574
Fenntartható növekedés részvény eszk.,2026-02-24,3.0645
Globális egészségügyi részvény eszk.,2026-02-24,3.6836
Globális növekedési részvény eszközalap,2026-02-24,2.1051
Kiegyensúlyozott vegyes eszközalap - D,2026-02-24,1.4571
Latin-amerikai részvény eszközalap,2026-02-24,1.4597
Magas kötvény arányú vegyes eszk. - D,2026-02-24,1.1298
Magas védelmû vegyes eszközalap,2026-02-24,1.1283
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-24,3.5061
Nyersanyagpiaci részvény eszközalap,2026-02-24,1.6935
Presztízs- és luxusmárkák rv. ea.,2026-02-24,3.6771
USA részvény eszközalap,2026-02-24,4.5056
Ázsia kötvény eszközalap,2026-02-24,2.2598
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-25,0.9569
Euró likviditás eszközalap - D,2026-02-25,0.9294
Európai ingatlancégek részv. eszközalap,2026-02-25,2.0022
Európai kötvény eszközalap - D,2026-02-25,1.2461
Európai részvény eszközalap,2026-02-25,2.8987
Európai vállalati kötvény eszközalap,2026-02-25,1.3391
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-25,1.2791
Fejlõdõ ázsiai részvény eszközalap,2026-02-25,2.8653
Fenntartható növekedés részvény eszk.,2026-02-25,3.0892
Globális egészségügyi részvény eszk.,2026-02-25,3.6835
Globális növekedési részvény eszközalap,2026-02-25,2.1289
Kiegyensúlyozott vegyes eszközalap - D,2026-02-25,1.4597
Latin-amerikai részvény eszközalap,2026-02-25,1.4683
Magas kötvény arányú vegyes eszk. - D,2026-02-25,1.1308
Magas védelmû vegyes eszközalap,2026-02-25,1.1291
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-25,3.5435
Nyersanyagpiaci részvény eszközalap,2026-02-25,1.7206
Presztízs- és luxusmárkák rv. ea.,2026-02-25,3.7226
USA részvény eszközalap,2026-02-25,4.5407
Ázsia kötvény eszközalap,2026-02-25,2.2647
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-26,0.9584
Euró likviditás eszközalap - D,2026-02-26,0.9294
Európai ingatlancégek részv. eszközalap,2026-02-26,2.0089
Európai kötvény eszközalap - D,2026-02-26,1.2485
Európai részvény eszközalap,2026-02-26,2.9255
Európai vállalati kötvény eszközalap,2026-02-26,1.3391
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-26,1.2842
Fejlõdõ ázsiai részvény eszközalap,2026-02-26,2.8994
Fenntartható növekedés részvény eszk.,2026-02-26,3.1038
Globális egészségügyi részvény eszk.,2026-02-26,3.6911
Globális növekedési részvény eszközalap,2026-02-26,2.136
Kiegyensúlyozott vegyes eszközalap - D,2026-02-26,1.4656
Latin-amerikai részvény eszközalap,2026-02-26,1.4718
Magas kötvény arányú vegyes eszk. - D,2026-02-26,1.1335
Magas védelmû vegyes eszközalap,2026-02-26,1.1318
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-26,3.5175
Nyersanyagpiaci részvény eszközalap,2026-02-26,1.7357
Presztízs- és luxusmárkák rv. ea.,2026-02-26,3.683
USA részvény eszközalap,2026-02-26,4.5677
Ázsia kötvény eszközalap,2026-02-26,2.2646
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-27,0.959
Euró likviditás eszközalap - D,2026-02-27,0.9294
Európai ingatlancégek részv. eszközalap,2026-02-27,2.0236
Európai kötvény eszközalap - D,2026-02-27,1.2471
Európai részvény eszközalap,2026-02-27,2.9204
Európai vállalati kötvény eszközalap,2026-02-27,1.3393
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-27,1.279
Fejlõdõ ázsiai részvény eszközalap,2026-02-27,2.9123
Fenntartható növekedés részvény eszk.,2026-02-27,3.1026
Globális egészségügyi részvény eszk.,2026-02-27,3.6551
Globális növekedési részvény eszközalap,2026-02-27,2.1494
Kiegyensúlyozott vegyes eszközalap - D,2026-02-27,1.4658
Latin-amerikai részvény eszközalap,2026-02-27,1.4623
Magas kötvény arányú vegyes eszk. - D,2026-02-27,1.1336
Magas védelmû vegyes eszközalap,2026-02-27,1.1312
Nemz. élelmiszeripari cégek rv. ea - D,2026-02-27,3.5044
Nyersanyagpiaci részvény eszközalap,2026-02-27,1.7193
Presztízs- és luxusmárkák rv. ea.,2026-02-27,3.7109
USA részvény eszközalap,2026-02-27,4.5476
Ázsia kötvény eszközalap,2026-02-27,2.2635
Aktív hozamfigyelõ vegyes eszközalap - D,2026-02-28,0.959
Euró likviditás eszközalap - D,2026-02-28,0.93
Európai ingatlancégek részv. eszközalap,2026-02-28,2.0401
Európai kötvény eszközalap - D,2026-02-28,1.2516
Európai részvény eszközalap,2026-02-28,2.9158
Európai vállalati kötvény eszközalap,2026-02-28,1.3399
Fejlõdõ piaci részvény ESG eszközalap-D,2026-02-28,1.2769
Fejlõdõ ázsiai részvény eszközalap,2026-02-28,2.9122
Fenntartható növekedés részvény eszk.,2026-02-28,3.0929
