id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,yield_ratio,growth_factor,cumulative_growth,yield_ratio_cumprod,value_ma_50d,value_ma_100d,value_ma_200d,yield_ma_50d,yield_ma_100d,yield_ma_200d,ma50_diff,ma50_diff_ratio,ma100_diff,ma100_diff_ratio,ma200_diff,ma200_diff_ratio
7451,Globális növekedési részvény eszközalap,2026-06-10,2.1764,2026-06-11,2.1305,-0.0211,0.9789,0.8806,-0.1194,2.165508,2.117114,2.1297265,-0.00041199999999999993,-0.000496,-0.00015800000000000002,0.03500799999999993,0.016431823515606632,-0.01338600000000012,-0.006283032152077033,-0.0007735000000002046,-0.000363060314480265
7452,Kiegyensúlyozott vegyes eszközalap - D,2026-06-10,1.4944,2026-06-11,1.4855,-0.0059,0.9941,1.0268,0.0268,1.482372,1.4525290000000002,1.449248,0.00023400000000000005,5.300000000000001e-05,0.000125,-0.0031280000000000197,-0.0021056883204308447,-0.03297099999999986,-0.022195220464489976,-0.03625199999999995,-0.02440390440928977
7453,Latin-amerikai részvény eszközalap,2026-06-10,1.3225,2026-06-11,1.3256,0.0024,1.0024,1.1727,0.1727,1.409528,1.419303,1.3750324999999999,-0.0017380000000000002,-0.0001670000000000001,0.0006415,0.083928,0.06331321665660833,0.09370300000000009,0.07068723596861806,0.04943249999999999,0.03729066083283041
7454,Magas kötvény arányú vegyes eszk. - D,2026-06-10,1.1322,2026-06-11,1.1281,-0.0036,0.9964,1.0087,0.0087,1.127722,1.115902,1.118362,0.00014199999999999998,-3.8e-05,6.549999999999998e-05,-0.0003780000000002115,-0.00033507667759969105,-0.012198000000000153,-0.010812871199361893,-0.009738000000000024,-0.008632213456253899
7455,Magas védelmû vegyes eszközalap,2026-06-10,1.1199,2026-06-11,1.1189,-0.0008,0.9992,1.017,0.017,1.115966,1.113066,1.1140575,8.2e-05,1.7e-05,0.00011250000000000001,-0.002933999999999992,-0.002622218250067023,-0.005833999999999895,-0.005214049512914375,-0.004842500000000083,-0.004327911341496187
7456,Nemz. élelmiszeripari cégek rv. ea - D,2026-06-10,3.3464,2026-06-11,3.4007,0.0162,1.0162,1.1489,0.1489,3.3459380000000003,3.3388219999999995,3.302436,0.0021540000000000005,0.00030500000000000004,0.0006770000000000001,-0.054761999999999755,-0.016103155232746125,-0.061878000000000544,-0.01819566559825934,-0.09826399999999991,-0.028895227453171378
7457,Nyersanyagpiaci részvény eszközalap,2026-06-10,1.6262,2026-06-11,1.6128,-0.0082,0.9918,1.0576,0.0576,1.6648600000000002,1.646326,1.5944530000000001,-0.0010799999999999998,-0.000691,0.000507,0.05206000000000022,0.03227926587301601,0.033525999999999945,0.020787450396825363,-0.01834699999999989,-0.011375868055555488
7458,Presztízs- és luxusmárkák rv. ea.,2026-06-10,3.4884,2026-06-11,3.4796,-0.0025,0.9975,1.1178,0.1178,3.388404,3.369799,3.5230095,0.0012919999999999997,0.0005340000000000001,0.000554,-0.09119600000000005,-0.02620875962754341,-0.10980100000000004,-0.03155563857914704,0.0434095000000001,0.012475428210139125
7459,USA részvény eszközalap,2026-06-10,4.9043,2026-06-11,4.842,-0.0127,0.9873,0.9964,-0.0036,4.8879719999999995,4.691184,4.6540665,0.00048199999999999995,8.199999999999987e-05,3.9499999999999944e-05,0.0459719999999999,0.009494423791821542,-0.15081599999999984,-0.03114745972738535,-0.18793349999999975,-0.038813197026022254
7460,Ázsia kötvény eszközalap,2026-06-10,2.2798,2026-06-11,2.2803,0.0002,1.0002,1.0463,0.0463,2.263776,2.26565,2.2609245000000002,0.0003040000000000001,3.7000000000000005e-05,5.4499999999999997e-05,-0.016523999999999983,-0.0072464149454019135,-0.014650000000000052,-0.006424593255273452,-0.019375499999999768,-0.00849690830153917
7461,Aktív hozamfigyelõ vegyes eszközalap - D,2026-06-11,0.9482,2026-06-12,0.955,0.0072,1.0072,1.0005,0.0005,0.9518099999999999,0.942736,0.948512,0.00015000000000000004,8.000000000000003e-06,1.6000000000000006e-05,-0.003190000000000026,-0.003340314136125682,-0.012263999999999942,-0.012841884816753866,-0.006487999999999938,-0.006793717277486846
7462,Euró likviditás eszközalap - D,2026-06-11,0.9232,2026-06-12,0.9239,0.0008,1.0008,0.998,-0.002,0.9231560000000001,0.922699,0.9248235,3.8000000000000016e-05,-1.2999999999999986e-05,-9.999999999999993e-07,-0.0007439999999999669,-0.0008052819569217089,-0.0012010000000000076,-0.0012999242342244914,0.000923499999999966,0.0009995670527112956
7463,Európai ingatlancégek részv. eszközalap,2026-06-11,1.827,2026-06-12,1.8174,-0.0052,0.9948,1.0054,0.0054,1.8370900000000001,1.8407920000000002,1.8617145,-0.0003819999999999997,-5.7e-05,0.0006135,0.019690000000000207,0.010834158688236057,0.0233920000000003,0.012871134587872951,0.044314500000000034,0.024383459887751754
7464,Európai kötvény eszközalap - D,2026-06-11,1.2246,2026-06-12,1.2277,0.0025,1.0025,0.9953,-0.0047,1.224396,1.2229169999999998,1.2293355,0.00012799999999999997,-2.5999999999999995e-05,2.4499999999999982e-05,-0.0033039999999999736,-0.0026912112079498034,-0.004783000000000204,-0.003895902907876683,0.001635499999999901,0.001332165838559828
7465,Európai részvény eszközalap,2026-06-11,2.9355,2026-06-12,2.9535,0.0061,1.0061,1.0978,0.0978,2.8862179999999995,2.822138,2.7963044999999997,0.0007700000000000002,0.000804,0.0006325,-0.06728200000000051,-0.022780429998307265,-0.1313620000000002,-0.044476722532588525,-0.15719550000000027,-0.053223463687150925
7466,Európai vállalati kötvény eszközalap,2026-06-11,1.3256,2026-06-12,1.3277,0.0016,1.0016,1.0113,0.0113,1.324052,1.320701,1.325308,0.00010599999999999996,6.799999999999997e-05,5.75e-05,-0.0036480000000000956,-0.002747608646531668,-0.0069990000000001995,-0.005271522181215786,-0.0023920000000001718,-0.0018016118098969432
7467,Fejlõdõ piaci részvény ESG eszközalap-D,2026-06-11,1.3112,2026-06-12,1.3213,0.0077,1.0077,1.036,0.036,1.31288,1.25849,1.2243754999999998,-0.0005919999999999999,0.00040400000000000017,0.00031300000000000007,-0.008419999999999872,-0.006372511920078614,-0.06280999999999981,-0.04753651706652525,-0.09692450000000008,-0.0733554075531674
7468,Fejlõdõ ázsiai részvény eszközalap,2026-06-11,3.1804,2026-06-12,3.1874,0.0022,1.0022,1.271,0.271,3.233288,3.0463400000000003,2.80735,-0.0007340000000000002,0.0006729999999999999,0.0008795,0.04588800000000015,0.014396686954884908,-0.14105999999999952,-0.04425550605509178,-0.3800499999999998,-0.11923511325845511
7469,Fenntartható növekedés részvény eszk.,2026-06-11,3.1714,2026-06-12,3.2071,0.0113,1.0113,0.9515,-0.0485,3.178392,3.083974,3.1245065,0.00048799999999999983,0.00017900000000000001,-1.650000000000002e-05,-0.028707999999999956,-0.00895138910542233,-0.12312600000000007,-0.03839169343020176,-0.08259350000000021,-0.025753328552274704
7470,Globális egészségügyi részvény eszk.,2026-06-11,3.4654,2026-06-12,3.4603,-0.0015,0.9985,1.1157,0.1157,3.39132,3.413699,3.5153280000000002,0.00102,0.000194,8.700000000000003e-05,-0.06898000000000026,-0.019934687743837314,-0.04660100000000034,-0.013467329422304521,0.05502800000000008,0.015902667398780473
7471,Globális növekedési részvény eszközalap,2026-06-11,2.1305,2026-06-12,2.1465,0.0075,1.0075,0.8872,-0.1128,2.16555,2.117455,2.129795,-0.00034199999999999996,-0.000272,-0.0001205,0.01905000000000001,0.00887491264849756,-0.029044999999999987,-0.013531330072210569,-0.01670499999999997,-0.007782436524574875
7472,Kiegyensúlyozott vegyes eszközalap - D,2026-06-11,1.4855,2026-06-12,1.4942,0.0058,1.0058,1.0328,0.0328,1.483084,1.4530020000000001,1.4496164999999999,0.000308,0.000207,0.000154,-0.011115999999999904,-0.007439432472225876,-0.041197999999999846,-0.027571944853433172,-0.04458350000000011,-0.029837705795743616
7473,Latin-amerikai részvény eszközalap,2026-06-11,1.3256,2026-06-12,1.3454,0.0149,1.0149,1.1902,0.1902,1.4065060000000003,1.419017,1.375661,-0.001352,0.00042399999999999995,0.000716,0.06110600000000033,0.045418462910658784,0.07361700000000004,0.054717556117139916,0.030261000000000093,0.02249219562955262
7474,Magas kötvény arányú vegyes eszk. - D,2026-06-11,1.1281,2026-06-12,1.1332,0.0045,1.0045,1.0133,0.0133,1.127998,1.116019,1.118472,0.000208,8.7e-05,8.799999999999998e-05,-0.005201999999999929,-0.004590540063536824,-0.01718099999999989,-0.01516148958701014,-0.014728000000000074,-0.012996823155665438
7475,Magas védelmû vegyes eszközalap,2026-06-11,1.1189,2026-06-12,1.1202,0.0011,1.0011,1.0181,0.0181,1.116106,1.113142,1.114177,0.00012,0.00010700000000000001,0.00011800000000000001,-0.004094000000000042,-0.0036547045170505638,-0.007058000000000009,-0.006300660596322093,-0.006023000000000112,-0.005376718443135253
7476,Nemz. élelmiszeripari cégek rv. ea - D,2026-06-11,3.4007,2026-06-12,3.4065,0.0017,1.0017,1.1508,0.1508,3.348506,3.338168,3.3035245,0.0020540000000000003,0.00048100000000000004,0.0006855,-0.05799399999999988,-0.01702451196242474,-0.06833199999999984,-0.020059298400117376,-0.10297549999999989,-0.030229120798473473
7477,Nyersanyagpiaci részvény eszközalap,2026-06-11,1.6128,2026-06-12,1.6286,0.0098,1.0098,1.068,0.068,1.663844,1.645798,1.5957680000000003,-0.001008,-0.00027399999999999994,0.000556,0.03524400000000005,0.021640672970649668,0.017198000000000047,0.010559990175610982,-0.03283199999999975,-0.0201596463219942
7478,Presztízs- és luxusmárkák rv. ea.,2026-06-11,3.4796,2026-06-12,3.4917,0.0035,1.0035,1.1217,0.1217,3.38988,3.370214,3.5226160000000006,0.0015499999999999997,0.000836,0.0005715000000000001,-0.10182000000000002,-0.02916058080591117,-0.12148599999999998,-0.03479279434086548,0.03091600000000083,0.008854139817281219
7479,USA részvény eszközalap,2026-06-11,4.842,2026-06-12,4.9327,0.0187,1.0187,1.015,0.015,4.89152,4.694661,4.6559865,0.000584,0.0002499999999999999,0.00013299999999999995,-0.04117999999999977,-0.008348369047377659,-0.23803899999999967,-0.04825734384819667,-0.2767134999999996,-0.05609777606584622
7480,Ázsia kötvény eszközalap,2026-06-11,2.2803,2026-06-12,2.2846,0.0019,1.0019,1.0483,0.0483,2.264434,2.265605,2.260914,0.0003380000000000001,-9.999999999999997e-06,6.4e-05,-0.02016600000000013,-0.008826928127462193,-0.018995000000000317,-0.008314365753304874,-0.023686000000000096,-0.01036767924363131
7481,Aktív hozamfigyelõ vegyes eszközalap - D,2026-06-12,0.955,2026-06-13,0.9564,0.0014,1.0014,1.0019,0.0019,0.951982,0.9427970000000001,0.9485505000000001,0.00020400000000000005,-4.999999999999998e-06,2.3000000000000007e-05,-0.004418000000000033,-0.0046194061062317365,-0.01360299999999992,-0.014223128398159682,-0.007849499999999954,-0.008207340025094054
7482,Euró likviditás eszközalap - D,2026-06-12,0.9239,2026-06-13,0.9248,0.0009,1.0009,0.9989,-0.0011,0.9231899999999998,0.922668,0.9248165,6.200000000000002e-05,-1.399999999999999e-05,3.5000000000000004e-06,-0.0016100000000001113,-0.0017409169550174216,-0.0021319999999999117,-0.0023053633217992127,1.650000000008589e-05,1.784169550182298e-05
7483,Európai ingatlancégek részv. eszközalap,2026-06-12,1.8174,2026-06-13,1.8505,0.0182,1.0182,1.0237,0.0237,1.8364699999999998,1.83971,1.8619235,0.00011400000000000032,6.9e-05,0.0007044999999999999,-0.014030000000000209,-0.007581734666306517,-0.010790000000000077,-0.005830856525263484,0.01142350000000003,0.006173196433396396
7484,Európai kötvény eszközalap - D,2026-06-12,1.2277,2026-06-13,1.23,0.0019,1.0019,0.9971,-0.0029,1.224528,1.222798,1.2293079999999998,0.00018599999999999994,-3.5e-05,3.3999999999999986e-05,-0.005471999999999921,-0.004448780487804814,-0.007201999999999931,-0.005855284552845472,-0.000692000000000137,-0.0005626016260163715
7485,Európai részvény eszközalap,2026-06-12,2.9535,2026-06-13,3.0141,0.0205,1.0205,1.1203,0.1203,2.8898099999999998,2.8242589999999996,2.79839,0.0011400000000000002,0.000819,0.000735,-0.12429000000000023,-0.04123618990743513,-0.18984100000000037,-0.0629843070900104,-0.21571000000000007,-0.07156696858100264
7486,Európai vállalati kötvény eszközalap,2026-06-12,1.3277,2026-06-13,1.3301,0.0018,1.0018,1.0131,0.0131,1.3241879999999997,1.3206560000000003,1.3253270000000001,0.00016399999999999997,4.9999999999999996e-05,6.649999999999999e-05,-0.005912000000000361,-0.004444778588076356,-0.009443999999999786,-0.0071002180287194835,-0.004772999999999916,-0.0035884519960904565
7487,Fejlõdõ piaci részvény ESG eszközalap-D,2026-06-12,1.3213,2026-06-13,1.3618,0.0306,1.0306,1.0678,0.0678,1.3148940000000002,1.2599580000000001,1.2255515,0.00011999999999999996,0.0006590000000000002,0.0004660000000000001,-0.04690599999999967,-0.034444118079012834,-0.10184199999999977,-0.07478484358936685,-0.1362485,-0.10005030107211045
7488,Fejlõdõ ázsiai részvény eszközalap,2026-06-12,3.1874,2026-06-13,3.2489,0.0193,1.0193,1.2955,0.2955,3.236554,3.05132,2.811961,-0.0003340000000000002,0.0009379999999999999,0.0009759999999999999,-0.012345999999999968,-0.0038000554033672837,-0.19757999999999987,-0.06081442949921508,-0.43693899999999974,-0.13448828834374704
7489,Fenntartható növekedés részvény eszk.,2026-06-12,3.2071,2026-06-13,3.2125,0.0017,1.0017,0.9531,-0.0469,3.180516,3.0852869999999997,3.1248169999999997,0.0005679999999999997,0.000152,-8.000000000000022e-06,-0.03198400000000001,-0.009956108949416346,-0.12721300000000024,-0.03959937743190669,-0.08768300000000018,-0.027294319066147914
7490,Globális egészségügyi részvény eszk.,2026-06-12,3.4603,2026-06-13,3.4705,0.003,1.003,1.119,0.119,3.392892,3.412401,3.5149745,0.001204,0.00017400000000000003,0.00010200000000000004,-0.07760800000000012,-0.02236219564904196,-0.0580989999999999,-0.016740815444460422,0.044474500000000194,0.01281501224607411
7491,Globális növekedési részvény eszközalap,2026-06-12,2.1465,2026-06-13,2.1595,0.0061,1.0061,0.8926,-0.1074,2.165892,2.117861,2.1299284999999997,-0.0002019999999999999,-0.00024200000000000003,-8.999999999999999e-05,0.006391999999999953,0.002959944431581363,-0.04163899999999998,-0.019281778189395686,-0.029571500000000306,-0.013693679092382638
7492,Kiegyensúlyozott vegyes eszközalap - D,2026-06-12,1.4942,2026-06-13,1.5028,0.0057,1.0057,1.0387,0.0387,1.4839960000000003,1.453542,1.450028,0.00044000000000000007,0.00025100000000000003,0.00018250000000000002,-0.0188039999999996,-0.012512643066276018,-0.049258000000000024,-0.03277748203353741,-0.05277199999999982,-0.03511578387010901
7493,Latin-amerikai részvény eszközalap,2026-06-12,1.3454,2026-06-13,1.4002,0.0407,1.0407,1.2386,0.2386,1.4045860000000001,1.4188060000000002,1.3765635,-0.0005339999999999999,0.0004859999999999999,0.0009194999999999999,0.004386000000000223,0.003132409655763622,0.018606000000000344,0.013288101699757424,-0.023636499999999838,-0.01688080274246525
7494,Magas kötvény arányú vegyes eszk. - D,2026-06-12,1.1332,2026-06-13,1.1375,0.0038,1.0038,1.0171,0.0171,1.128384,1.116154,1.1186034999999999,0.000306,0.00010200000000000001,0.00010699999999999997,-0.009115999999999902,-0.008014065934065848,-0.021345999999999865,-0.018765714285714167,-0.018896500000000094,-0.016612307692307777
7495,Magas védelmû vegyes eszközalap,2026-06-12,1.1202,2026-06-13,1.1244,0.0037,1.0037,1.0218,0.0218,1.116336,1.113228,1.1143174999999998,0.00019800000000000002,0.00011600000000000001,0.0001365,-0.008064000000000071,-0.007171824973319166,-0.01117199999999996,-0.009935965848452471,-0.010082500000000216,-0.008967004624688914
7496,Nemz. élelmiszeripari cégek rv. ea - D,2026-06-12,3.4065,2026-06-13,3.3967,-0.0029,0.9971,1.1475,0.1475,3.350068,3.337502,3.3045639999999996,0.0017480000000000002,0.00047700000000000005,0.000671,-0.04663200000000023,-0.013728618953690413,-0.05919799999999986,-0.017428091971619472,-0.09213600000000044,-0.027125150881738287
7497,Nyersanyagpiaci részvény eszközalap,2026-06-12,1.6286,2026-06-13,1.6834,0.0336,1.0336,1.1038,0.1038,1.664022,1.645675,1.5973570000000001,-0.00027800000000000004,-2.2999999999999966e-05,0.0007239999999999999,-0.019378000000000117,-0.011511227278127669,-0.03772500000000001,-0.022410003564215283,-0.08604299999999987,-0.051112629202803773
7498,Presztízs- és luxusmárkák rv. ea.,2026-06-12,3.4917,2026-06-13,3.5796,0.0252,1.0252,1.1499,0.1499,3.393478,3.370919,3.5226619999999995,0.0021599999999999996,0.0009170000000000001,0.0006975000000000001,-0.18612200000000012,-0.05199519499385409,-0.2086809999999999,-0.058297295787238766,-0.0569380000000006,-0.015906246507989885
7499,USA részvény eszközalap,2026-06-12,4.9327,2026-06-13,4.932,-0.0001,0.9999,1.0149,0.0149,4.895352,4.698152,4.657903,0.000644,0.00025399999999999994,0.00013249999999999997,-0.03664800000000046,-0.0074306569343066614,-0.23384800000000006,-0.04741443633414437,-0.27409700000000026,-0.055575223033252276
7500,Ázsia kötvény eszközalap,2026-06-12,2.2846,2026-06-13,2.2822,-0.0011,0.9989,1.0472,0.0472,2.264914,2.265552,2.2608915,0.0002580000000000001,-1.3999999999999998e-05,5.85e-05,-0.017285999999999913,-0.007574270440802696,-0.016647999999999996,-0.007294715625273857,-0.021308499999999952,-0.00933682411707999
7501,Aktív hozamfigyelõ vegyes eszközalap - D,2026-06-13,0.9564,2026-06-13,0.9564,0.0,1.0,1.0019,0.0019,0.9521200000000001,0.942898,0.948553,0.00017000000000000004,3.8e-05,3.500000000000008e-06,-0.0042799999999999505,-0.004475115014638175,-0.013502000000000014,-0.01411752404851528,-0.007847000000000048,-0.008204726056043547
7502,Euró likviditás eszközalap - D,2026-06-13,0.9248,2026-06-13,0.9248,0.0,1.0,0.9989,-0.0011,0.923224,0.922655,0.9248085,6.200000000000002e-05,6.000000000000013e-06,2.5000000000000006e-06,-0.0015759999999999108,-0.0017041522491348516,-0.0021449999999999525,-0.0023194204152248623,8.50000000007789e-06,9.191176470672458e-06
